ID,title,release_year,genres,rating
1604,the wedding singer,1998,"['Comedy', 'Romance', 'Music']",59.0
1605,the rundown,2003,"['Action', 'Adventure', 'Thriller', 'Comedy']",59.0
1606,irreversible,2003,"['Drama', 'Mystery', 'Thriller', 'Crime']",51.0
1607,vampire academy,2014,"['Action', 'Mystery', 'Fantasy', 'Horror', 'Comedy']",31.0
1608,rambo iii,1988,"['Action', 'Adventure', 'Thriller']",36.0
1609,heist,2001,"['Action', 'Drama', 'Thriller', 'Crime']",66.0
1610,lost highway,1997,"['Drama', 'Mystery', 'Thriller', 'Horror']",52.0
1611,awake,2007,"['Thriller', 'Crime']",33.0
1612,stay alive,2006,"['Thriller', 'Horror']",24.0
1613,heathers,1989,"['Comedy', 'Crime']",72.0
1614,the reaping,2007,"['Thriller', 'Horror']",36.0
1615,super troopers,2002,"['Mystery', 'Comedy', 'Crime']",48.0
1616,two for the money,2005,"['Drama', 'Sport', 'Thriller']",50.0
1617,funny games,2008,"['Drama', 'Thriller']",44.0
1618,the haunting in connecticut,2009,"['Drama', 'Thriller', 'Horror']",33.0
1619,keeping up with the joneses,2016,"['Action', 'Comedy']",34.0
1620,w e,2011,"['Drama', 'Romance']",37.0
1621,you again,2010,['Comedy'],28.0
1622,the legend of 1900,1999,"['Drama', 'Fantasy', 'Romance', 'Music']",58.0
1623,aquamarine,2006,"['Fantasy', 'Comedy', 'Romance', 'Family']",51.0
1624,the neverending story,1984,"['Adventure', 'Drama', 'Fantasy', 'Family']",46.0
1625,the pyramid,2014,['Horror'],24.0
1626,i still know what you did last summer,1998,"['Mystery', 'Thriller', 'Horror']",21.0
1627,behemoth,2017,['Documentary'],85.0
1628,mousehunt,1997,"['Action', 'Comedy', 'Family']",54.0
1629,you got served,2004,"['Drama', 'Sport', 'Comedy', 'Music', 'Family']",37.0
1630,the perfect guy,2015,"['Drama', 'Thriller']",36.0
1631,legends of oz dorothy s return,2014,"['Animation', 'Family', 'Musical']",25.0
1632,mission to mars,2000,"['Adventure', 'Sci-Fi', 'Drama', 'Thriller']",34.0
1633,life,1999,"['Drama', 'Comedy', 'Crime']",63.0
1634,alfie,2004,"['Drama', 'Comedy']",49.0
1635,ravenous,1999,"['Adventure', 'Thriller', 'Horror', 'Comedy', 'War', 'Western']",46.0
1636,twilight zone the movie,1983,"['Sci-Fi', 'Thriller', 'Fantasy', 'Horror']",44.0
1637,the hammer,2008,"['Sport', 'Comedy', 'Romance']",57.0
1638,the dead pool,1988,"['Action', 'Thriller', 'Crime']",46.0
1639,just married,2003,"['Comedy', 'Romance']",28.0
1640,when the game stands tall,2014,"['Drama', 'Sport']",41.0
1641,spy hard,1996,"['Action', 'Comedy']",25.0
1642,uncle buck,1989,"['Drama', 'Comedy', 'Family']",51.0
1643,young guns,1988,"['Action', 'Thriller', 'Comedy', 'Crime', 'Western']",50.0
1644,moms night out,2014,['Comedy'],25.0
1645,hatchet iii,2013,"['Action', 'Thriller', 'Horror', 'Comedy']",25.0
1646,the corruptor,1999,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",56.0
1647,the yards,2000,"['Drama', 'Thriller', 'Crime']",58.0
1648,adam s apples,2007,"['Drama', 'Comedy']",51.0
1649,dune,1984,"['Action', 'Adventure', 'Sci-Fi']",40.0
1650,lila eve,2015,"['Drama', 'Thriller']",45.0
1651,message in a bottle,1999,"['Drama', 'Romance']",39.0
1652,the assassination of richard nixon,2004,"['Biography', 'Drama', 'History', 'Thriller', 'Crime']",63.0
1653,robocop 3,1993,"['Action', 'Sci-Fi', 'Thriller', 'Crime']",40.0
1654,where the heart is,2000,"['Drama', 'Comedy', 'Romance']",30.0
1655,freak show,2018,"['Drama', 'Comedy']",54.0
1656,dark crimes,2018,"['Drama', 'Thriller', 'Crime']",24.0
1657,the tortured,2012,"['Thriller', 'Horror']",9.0
1658,azumi,2006,"['Action', 'Adventure', 'Drama', 'Thriller', 'Fantasy']",49.0
1659,the mosquito coast,1986,"['Adventure', 'Drama', 'Thriller']",49.0
1660,dead breakfast,2005,"['Thriller', 'Horror', 'Comedy', 'Musical']",34.0
1661,paper man,2010,"['Drama', 'Comedy']",37.0
1662,the game of their lives,2005,"['Drama', 'History', 'Sport']",47.0
1663,clay pigeons,1998,"['Drama', 'Thriller', 'Comedy', 'Crime']",46.0
1664,the final season,2007,"['Drama', 'Sport']",43.0
1665,the duel,2016,"['Drama', 'Western']",42.0
1666,japan,2003,['Drama'],76.0
1667,slutty summer,2005,"['Drama', 'Comedy', 'Romance']",31.0
1668,francis ford coppola presents the legend of suriyothai,2003,"['Action', 'Adventure', 'Drama', 'History', 'War']",58.0
1669,loosies,2012,"['Drama', 'Comedy', 'Romance']",35.0
1670,make it funky,2005,"['Music', 'Documentary']",75.0
1671,uncle nino,2005,"['Drama', 'Comedy']",44.0
1672,snow flower and the secret fan,2011,"['Drama', 'History']",42.0
1673,ethan mao,2005,"['Drama', 'Thriller']",29.0
1674,the institute,2013,"['Sci-Fi', 'Mystery', 'Crime', 'Documentary']",55.0
1675,coldwater,2014,"['Drama', 'Thriller']",45.0
1676,brightest star,2014,"['Drama', 'Comedy', 'Romance']",32.0
1677,moonlight,2016,['Drama'],99.0
1678,hardcore henry,2016,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",51.0
1679,dawn of the dead,2004,"['Drama', 'Thriller', 'Horror']",59.0
1680,trance,2013,"['Drama', 'Mystery', 'Thriller', 'Crime']",61.0
1681,lady in the water,2006,"['Mystery', 'Thriller', 'Fantasy']",36.0
1682,stoker,2013,"['Drama', 'Mystery', 'Thriller', 'Horror']",58.0
1683,rush hour,1998,"['Action', 'Thriller', 'Comedy', 'Crime']",60.0
1684,harold kumar escape from guantanamo bay,2008,"['Adventure', 'Comedy']",57.0
1685,the devil s advocate,1997,"['Drama', 'Mystery', 'Thriller', 'Horror']",60.0
1686,ferris bueller s day off,1986,['Comedy'],61.0
1687,shooter,2007,"['Action', 'Mystery', 'Thriller', 'Crime']",53.0
1688,brothers,2009,"['Drama', 'Thriller', 'War']",58.0
1689,insidious chapter 2,2013,"['Thriller', 'Horror']",40.0
1690,bruce almighty,2003,"['Drama', 'Fantasy', 'Comedy']",46.0
1691,interview with the vampire chronicles,1994,"['Drama', 'Horror']",59.0
1692,matchstick men,2003,"['Drama', 'Thriller', 'Comedy', 'Crime']",61.0
1693,the count of monte cristo,2002,"['Action', 'Adventure', 'Drama', 'History', 'Thriller', 'Romance', 'Crime']",61.0
1694,underworld rise of the lycans,2009,"['Action', 'Adventure', 'Thriller', 'Fantasy']",44.0
1695,cabin fever,2003,"['Thriller', 'Horror']",56.0
1696,scary movie 2,2001,['Comedy'],29.0
1697,the weather man,2005,"['Drama', 'Comedy']",61.0
1698,sinister 2,2015,"['Mystery', 'Thriller', 'Horror']",32.0
1699,stuck on you,2003,['Comedy'],62.0
1700,cliffhanger,1993,"['Action', 'Adventure', 'Thriller']",60.0
1701,the longest yard,2005,"['Drama', 'Sport', 'Comedy']",48.0
1702,never been kissed,1999,"['Drama', 'Comedy', 'Romance']",60.0
1703,we are marshall,2006,"['Drama', 'Sport']",53.0
1704,repo men,2010,"['Action', 'Sci-Fi', 'Thriller']",32.0
1705,automata,2014,"['Sci-Fi', 'Thriller']",37.0
1706,ella enchanted,2004,"['Fantasy', 'Comedy', 'Romance', 'Family']",53.0
1707,the firm,1993,"['Drama', 'Thriller']",58.0
1708,the fundamentals of caring,2016,"['Drama', 'Comedy']",55.0
1709,firewall,2006,"['Thriller', 'Crime']",45.0
1710,premonition,2007,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",29.0
1711,bedazzled,2000,"['Fantasy', 'Comedy', 'Romance']",49.0
1712,the way of gun,2000,"['Action', 'Drama', 'Thriller', 'Crime']",49.0
1713,leap year,2010,"['Comedy', 'Romance']",33.0
1714,war room,2015,['Drama'],26.0
1715,strange magic,2015,"['Fantasy', 'Animation', 'Family', 'Musical']",25.0
1716,lost river,2015,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",42.0
1717,the thomas crown affair,1999,"['Thriller', 'Romance', 'Crime']",72.0
1718,the upside of anger,2005,"['Drama', 'Comedy', 'Romance']",63.0
1719,tin cup,1996,"['Drama', 'Sport', 'Comedy', 'Romance']",60.0
1720,raise your voice,2004,"['Romance', 'Music', 'Family']",33.0
1721,everybody s fine,2009,['Drama'],47.0
1722,untraceable,2008,"['Drama', 'Thriller', 'Crime']",32.0
1723,middle men,2010,"['Drama', 'Comedy', 'Crime']",60.0
1724,superstar,1999,['Comedy'],42.0
1725,feast,2006,"['Action', 'Thriller', 'Horror', 'Comedy']",43.0
1726,lake placid,1999,"['Action', 'Thriller', 'Horror', 'Comedy']",34.0
1727,cashback,2007,"['Drama', 'Comedy', 'Romance']",54.0
1728,this is not a film,2012,['Documentary'],90.0
1729,mighty aphrodite,1995,"['Fantasy', 'Comedy', 'Romance']",59.0
1730,barb wire,1996,"['Action', 'Sci-Fi']",40.0
1731,christine,1983,['Horror'],57.0
1732,ju on the grudge,2004,"['Thriller', 'Horror']",48.0
1733,driven,2001,"['Action', 'Drama', 'Sport']",29.0
1734,15 minutes,2001,"['Action', 'Drama', 'Thriller', 'Crime']",34.0
1735,tracers,2015,"['Action', 'Drama', 'Thriller', 'Crime']",45.0
1736,the bag man,2014,"['Drama', 'Thriller', 'Crime']",28.0
1737,buffalo soldiers,2003,"['Drama', 'Thriller', 'Comedy', 'Crime', 'War']",56.0
1738,the sweetest thing,2002,"['Comedy', 'Romance']",32.0
1739,another 48 hrs,1990,"['Action', 'Drama', 'Thriller', 'Comedy', 'Crime']",23.0
1740,timecop,1994,"['Action', 'Sci-Fi', 'Thriller', 'Romance']",48.0
1741,forever my girl,2018,"['Drama', 'Romance', 'Music']",36.0
1742,the reluctant fundamentalist,2013,['Thriller'],54.0
1743,sydney white,2007,"['Comedy', 'Romance']",45.0
1744,the two jakes,1990,"['Drama', 'Mystery', 'Comedy', 'Crime']",56.0
1745,the four feathers,2002,"['Adventure', 'Drama', 'War']",49.0
1746,casper,1995,"['Fantasy', 'Comedy', 'Family']",49.0
1747,won t back down,2012,['Drama'],42.0
1748,the ornithologist,2017,"['Adventure', 'Drama', 'Mystery']",85.0
1749,phoebe in wonderland,2009,"['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Family']",56.0
1750,humboldt county,2008,"['Drama', 'Comedy']",54.0
1751,picture perfect,1997,"['Drama', 'Comedy', 'Romance']",44.0
1752,the babysitters,2008,['Drama'],35.0
1753,gabrielle,2006,"['Drama', 'Romance']",79.0
1754,trouble every day,2001,"['Drama', 'Thriller', 'Horror']",40.0
1755,beneath the darkness,2012,['Thriller'],22.0
1756,the accidental tourist,1988,"['Drama', 'Romance']",53.0
1757,julien donkey boy,1999,['Drama'],52.0
1758,the visual bible gospel of john,2003,"['Biography', 'Drama', 'History']",52.0
1759,tombstone,1993,"['Action', 'Biography', 'Drama', 'History', 'Romance', 'Western']",50.0
1760,road to paloma,2014,"['Drama', 'Thriller']",44.0
1761,legendary,2010,"['Drama', 'Sport']",39.0
1762,the black panthers vanguard of revolution,2015,['Documentary'],79.0
1763,all the little animals,1999,"['Adventure', 'Drama', 'Thriller']",51.0
1764,the man who copied,2005,"['Drama', 'Comedy', 'Romance', 'Crime']",49.0
1765,palmetto,1998,"['Drama', 'Mystery', 'Thriller', 'Romance', 'Crime']",43.0
1766,the decoy bride,2012,"['Drama', 'Comedy']",42.0
1767,footloose,1984,"['Drama', 'Romance', 'Music']",42.0
1768,solomon gaenor,2000,"['Drama', 'Romance']",58.0
1769,the leisure seeker,2018,"['Adventure', 'Drama', 'Comedy', 'Romance']",45.0
1770,narco cultura,2013,"['Documentary', 'News']",74.0
1771,fighting tommy riley,2005,"['Drama', 'Sport']",53.0
1772,fugitive pieces,2008,['Drama'],60.0
1773,life on the line,2016,"['Action', 'Drama']",24.0
1774,when brendan met trudy,2001,"['Comedy', 'Romance']",53.0
1775,meet monica velour,2011,"['Drama', 'Comedy', 'Romance']",51.0
1776,3 ninjas,1992,"['Action', 'Sport', 'Comedy', 'Family']",36.0
1777,working woman,2019,['Drama'],79.0
1778,the hornet s nest,2014,"['Action', 'History', 'War', 'Documentary']",61.0
1779,the artist and model,2013,['Drama'],53.0
1780,freaky friday,1977,"['Fantasy', 'Comedy', 'Family']",51.0
1781,inhale,2010,"['Drama', 'Thriller']",39.0
1782,american violet,2009,['Drama'],56.0
1783,white nights,1985,['Drama'],46.0
1784,batman v superman dawn of justice,2016,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",44.0
1785,zero dark thirty,2012,"['Action', 'Drama', 'History', 'Thriller']",95.0
1786,assassin s creed,2016,"['Action', 'Adventure', 'Sci-Fi', 'Drama', 'History', 'Fantasy']",36.0
1787,passengers,2016,"['Adventure', 'Sci-Fi', 'Drama', 'Romance']",41.0
1788,sherlock holmes a game of shadows,2011,"['Action', 'Mystery']",48.0
1789,american history x,1998,"['Drama', 'Crime']",62.0
1790,oculus,2014,['Horror'],61.0
1791,the greatest showman,2017,"['Biography', 'Drama', 'Romance', 'Musical']",48.0
1792,lord of war,2005,"['Drama', 'Thriller', 'Crime']",62.0
1793,the machinist,2004,"['Mystery', 'Thriller']",61.0
1794,the breakfast club,1985,['Drama'],62.0
1795,the dreamers,2004,"['Drama', 'History', 'Romance']",62.0
1796,the game,1997,"['Action', 'Adventure', 'Mystery', 'Thriller']",61.0
1797,avp alien vs predator,2004,"['Action', 'Sci-Fi', 'Thriller', 'Horror']",29.0
1798,mortal kombat,1995,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'Fantasy']",58.0
1799,red dragon,2002,"['Thriller', 'Crime']",60.0
1800,cruel intentions,1999,"['Drama', 'Thriller', 'Romance']",56.0
1801,the tourist,2010,"['Drama', 'Thriller']",37.0
1802,krampus,2015,"['Fantasy', 'Horror', 'Comedy']",49.0
1803,reign over me,2007,['Drama'],61.0
1804,van helsing,2004,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller', 'Fantasy']",35.0
1805,prom night,2008,"['Mystery', 'Thriller', 'Horror']",17.0
1806,hotel transylvania 2,2015,"['Fantasy', 'Comedy', 'Animation', 'Family']",44.0
1807,lara croft tomb raider,2001,"['Action', 'Adventure', 'Fantasy']",33.0
1808,analyze this,1999,"['Comedy', 'Crime']",61.0
1809,following,1999,"['Drama', 'Mystery', 'Thriller', 'Crime']",60.0
1810,death race,2008,"['Action', 'Sci-Fi', 'Thriller']",43.0
1811,dancer in the dark,2000,"['Drama', 'Musical']",61.0
1812,in good company,2004,"['Drama', 'Comedy', 'Romance']",66.0
1813,army of darkness,1993,"['Action', 'Fantasy', 'Horror', 'Comedy', 'Romance']",57.0
1814,fighting,2009,"['Action', 'Drama', 'Sport']",61.0
1815,the ice harvest,2005,"['Drama', 'Thriller', 'Comedy', 'Crime']",62.0
1816,as above so below,2014,"['Thriller', 'Horror']",38.0
1817,act of valor,2012,"['Action', 'Adventure', 'Thriller']",40.0
1818,the texas chainsaw massacre,2003,"['Thriller', 'Horror']",38.0
1819,my mother,2005,['Drama'],35.0
1820,the invasion,2007,"['Sci-Fi', 'Thriller']",45.0
1821,step up,2006,"['Drama', 'Romance', 'Crime', 'Music']",48.0
1822,assault on precinct 13,2005,"['Action', 'Drama', 'Thriller', 'Crime']",54.0
1823,rape me,2001,"['Thriller', 'Crime']",35.0
1824,the pink panther,2006,"['Adventure', 'Mystery', 'Comedy', 'Crime']",38.0
1825,when a stranger calls,2006,"['Thriller', 'Horror']",27.0
1826,the league of extraordinary gentlemen,2003,"['Action', 'Sci-Fi', 'Fantasy']",30.0
1827,daddy s home 2,2017,['Comedy'],30.0
1828,the fisher king,1991,"['Drama', 'Comedy', 'Romance']",61.0
1829,wayne s world,1992,"['Comedy', 'Music']",57.0
1830,lazer team,2016,"['Action', 'Sci-Fi', 'Comedy']",42.0
1831,the house that jack built,2018,"['Drama', 'Thriller', 'Horror', 'Comedy', 'Crime']",42.0
1832,traitor,2008,"['Drama', 'Thriller', 'Crime']",60.0
1833,shaft,2019,"['Action', 'Comedy', 'Crime']",40.0
1834,keeping the faith,2000,"['Drama', 'Comedy', 'Romance']",60.0
1835,the best offer,2014,"['Drama', 'Mystery', 'Romance', 'Crime']",49.0
1836,super troopers 2,2018,"['Mystery', 'Comedy', 'Crime']",41.0
1837,faces places,2017,['Documentary'],94.0
1838,one for the money,2012,"['Action', 'Thriller', 'Comedy', 'Crime']",22.0
1839,malena,2000,"['Drama', 'Comedy', 'Romance', 'War']",54.0
1840,rounders,1998,['Drama'],54.0
1841,detachment,2012,['Drama'],52.0
1842,the condemned,2007,"['Action', 'Thriller', 'Crime']",23.0
1843,the frozen ground,2013,"['Biography', 'History', 'Thriller', 'Crime']",37.0
1844,angel has fallen,2019,"['Action', 'Drama', 'Thriller']",45.0
1845,replicas,2019,"['Sci-Fi', 'Drama', 'Mystery', 'Thriller', 'Crime']",19.0
1846,the dirt,2019,"['Biography', 'Drama', 'Comedy', 'Music']",39.0
1847,gridiron gang,2006,"['Drama', 'Sport', 'Crime']",52.0
1848,killing season,2013,"['Action', 'Drama', 'Thriller', 'War']",25.0
1849,romy and michele s high school reunion,1997,['Comedy'],59.0
1850,tim and eric s billion dollar movie,2012,['Comedy'],40.0
1851,material girls,2006,"['Comedy', 'Romance', 'Family']",17.0
1852,killer of sheep,2007,['Drama'],95.0
1853,manic,2003,['Drama'],60.0
1854,another gay movie,2006,['Comedy'],37.0
1855,wing commander space will never be the same,1999,"['Action', 'Adventure', 'Sci-Fi']",21.0
1856,slackers,2002,"['Comedy', 'Romance']",12.0
1857,imagine me you,2006,"['Drama', 'Comedy', 'Romance']",49.0
1858,sweet home alabama,2002,"['Comedy', 'Romance']",45.0
1859,white noise,2005,"['Sci-Fi', 'Drama', 'Mystery', 'Thriller', 'Horror']",30.0
1860,freeheld,2015,"['Biography', 'Drama', 'Romance']",50.0
1861,annie,1982,"['Family', 'Musical']",39.0
1862,martian child,2007,"['Drama', 'Family']",48.0
1863,father of the bride part ii,1995,"['Comedy', 'Romance', 'Family']",49.0
1864,honey,2003,"['Drama', 'Romance', 'Music']",37.0
1865,father figures,2017,['Comedy'],22.0
1866,the wedding date,2005,"['Comedy', 'Romance']",32.0
1867,mystic pizza,1988,"['Drama', 'Comedy', 'Romance']",60.0
1868,white irish drinkers,2011,['Drama'],51.0
1869,bringing down the house,2003,['Comedy'],39.0
1870,the running man,1987,"['Action', 'Sci-Fi', 'Thriller']",45.0
1871,henry poole is here,2008,"['Drama', 'Comedy']",44.0
1872,funny ha,2005,"['Drama', 'Comedy']",78.0
1873,beyond borders,2003,"['Adventure', 'Drama', 'Romance', 'War']",32.0
1874,heist,2015,"['Action', 'Thriller', 'Crime']",37.0
1875,ellie parker,2005,['Comedy'],51.0
1876,judgment at nuremberg,1961,"['Drama', 'War']",60.0
1877,the brass teapot,2013,"['Thriller', 'Fantasy', 'Comedy']",43.0
1878,beyond a reasonable doubt,2009,"['Drama', 'Mystery', 'Thriller', 'Crime']",35.0
1879,the layover,2017,['Comedy'],15.0
1880,the blue room,2014,"['Thriller', 'Crime']",73.0
1881,unknown white male,2006,"['Biography', 'Documentary']",65.0
1882,love sex,2000,"['Drama', 'Comedy', 'Romance']",44.0
1883,juwanna mann,2002,"['Drama', 'Sport', 'Comedy', 'Romance']",24.0
1884,time and tide,2001,"['Action', 'Drama', 'Thriller', 'Crime']",60.0
1885,the oranges,2012,"['Drama', 'Comedy', 'Romance']",46.0
1886,kaena the prophecy,2004,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy', 'Animation', 'Family']",40.0
1887,in secret,2014,"['Drama', 'Thriller', 'Crime']",47.0
1888,steel magnolias,1989,"['Drama', 'Comedy', 'Romance']",56.0
1889,in too deep,1999,"['Drama', 'Thriller', 'Crime']",53.0
1890,slice,2018,"['Fantasy', 'Horror', 'Comedy', 'Crime']",61.0
1891,cowboys angels,2004,"['Drama', 'Comedy']",51.0
1892,spare parts,2015,"['Drama', 'Sport']",50.0
1893,the sorcerer and white snake,2013,"['Action', 'Fantasy']",41.0
1894,the adventurer curse of midas box,2014,"['Adventure', 'Fantasy', 'Family']",39.0
1895,broken sky,2006,"['Drama', 'Romance']",35.0
1896,passion play,2011,"['Drama', 'Thriller']",22.0
1897,teenage mutant ninja turtles iii,1993,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy', 'Comedy', 'Family']",40.0
1898,what s the worst that could happen,2001,"['Comedy', 'Crime']",37.0
1899,my happy family,2017,['Drama'],86.0
1900,i am trying to break your heart,2002,"['Music', 'Documentary']",66.0
1901,the thing about my folks,2005,['Comedy'],48.0
1902,over the top,1987,"['Action', 'Drama', 'Sport']",40.0
1903,harold and maude,1971,"['Drama', 'Comedy', 'Romance']",62.0
1904,rising sun,1993,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",56.0
1905,johnny got his gun,2008,['Drama'],41.0
1906,the indian in cupboard,1995,"['Drama', 'Fantasy', 'Family']",58.0
1907,walking with the enemy,2014,"['Action', 'Drama', 'History', 'Romance', 'War']",44.0
1908,the boys from brazil,1978,"['Drama', 'Thriller']",40.0
1909,knife fight,2013,['Drama'],34.0
1910,inside out,2011,"['Drama', 'Crime']",28.0
1911,only the strong survive,2003,"['Music', 'Documentary']",59.0
1912,the business of fancydancing,2002,"['Drama', 'Music']",49.0
1913,watchmen,2009,"['Action', 'Sci-Fi', 'Drama', 'Mystery', 'Thriller']",56.0
1914,star wars episode vi return of the jedi,1983,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'Fantasy']",58.0
1915,spy,2015,"['Action', 'Comedy', 'Crime']",75.0
1916,godzilla king of the monsters,2019,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy', 'Horror']",48.0
1918,the sixth sense,1999,"['Drama', 'Mystery', 'Thriller']",64.0
1919,need for speed,2014,"['Action', 'Drama', 'Thriller', 'Crime']",39.0
1920,the intouchables,2012,"['Drama', 'Comedy']",57.0
1921,we re the millers,2013,"['Comedy', 'Crime']",44.0
1922,identity,2003,"['Mystery', 'Thriller', 'Horror']",64.0
1923,gattaca,1997,"['Sci-Fi', 'Drama', 'Thriller', 'Romance']",64.0
1924,dogma,1999,"['Adventure', 'Fantasy', 'Comedy']",62.0
1925,alice through the looking glass,2016,"['Adventure', 'Fantasy', 'Family']",34.0
1926,die another day,2002,"['Action', 'Adventure', 'Thriller']",56.0
1927,rachel getting married,2008,"['Drama', 'Romance']",82.0
1928,first blood,1982,"['Action', 'Adventure', 'Drama', 'Thriller']",61.0
1929,the boy,2016,"['Mystery', 'Thriller', 'Horror']",42.0
1930,frailty,2002,"['Sci-Fi', 'Drama', 'Thriller', 'Horror']",64.0
1931,a wrinkle in time,2018,"['Adventure', 'Sci-Fi', 'Fantasy', 'Family']",53.0
1932,crank high voltage,2009,"['Action', 'Thriller', 'Crime']",41.0
1933,the mask of zorro,1998,"['Action', 'Adventure', 'Romance', 'Western']",63.0
1934,xxx state of the union,2005,"['Action', 'Adventure', 'Thriller', 'Crime']",37.0
1935,the faculty,1998,"['Sci-Fi', 'Mystery', 'Thriller', 'Horror']",61.0
1936,eagle eye,2008,"['Action', 'Mystery', 'Thriller']",43.0
1937,black christmas,2006,"['Thriller', 'Horror']",22.0
1938,the producers,2005,"['Comedy', 'Musical']",52.0
1939,slither,2006,"['Sci-Fi', 'Horror', 'Comedy']",69.0
1940,no escape,2015,"['Action', 'Thriller']",38.0
1941,the iceman,2013,"['Biography', 'Drama', 'Thriller', 'Crime']",60.0
1942,virtuosity,1995,"['Action', 'Sci-Fi', 'Thriller']",39.0
1943,tomorrow never dies,1997,"['Action', 'Adventure', 'Thriller']",52.0
1944,the guardian,2006,"['Action', 'Adventure', 'Drama']",53.0
1945,vampires,1998,"['Action', 'Thriller', 'Fantasy', 'Horror']",42.0
1946,ip man,2010,"['Action', 'Biography', 'Drama', 'History']",59.0
1947,the gift,2000,"['Mystery', 'Thriller', 'Horror']",62.0
1948,all about steve,2009,['Comedy'],17.0
1949,they live,1988,"['Action', 'Sci-Fi', 'Thriller', 'Horror']",54.0
1950,garfield,2004,"['Comedy', 'Family']",27.0
1951,mirrors,2008,"['Mystery', 'Thriller', 'Horror']",35.0
1952,new year s eve,2011,"['Comedy', 'Romance']",22.0
1953,cheaper by the dozen,2003,"['Comedy', 'Family']",46.0
1954,grand piano,2014,"['Mystery', 'Thriller']",61.0
1955,varsity blues,1999,"['Drama', 'Sport', 'Comedy', 'Romance']",50.0
1956,scouts guide to the zombie apocalypse,2015,"['Horror', 'Comedy']",32.0
1957,scanners,1981,"['Sci-Fi', 'Thriller', 'Horror']",60.0
1958,lost and delirious,2001,"['Drama', 'Romance']",53.0
1959,the pacifier,2005,"['Action', 'Drama', 'Thriller', 'Comedy', 'Family']",30.0
1960,legends of the fall,1995,"['Drama', 'Romance', 'War', 'Western']",45.0
1961,what dreams may come,1998,"['Drama', 'Fantasy', 'Romance']",44.0
1962,wimbledon,2004,"['Drama', 'Sport', 'Comedy', 'Romance']",59.0
1963,hesher,2011,['Drama'],45.0
1964,the flowers of war,2011,"['Drama', 'History']",46.0
1965,trespass,2011,"['Drama', 'Thriller', 'Crime']",37.0
1966,when in rome,2010,"['Comedy', 'Romance']",25.0
1967,predator 2,1990,"['Action', 'Sci-Fi', 'Thriller', 'Horror']",46.0
1968,anna,2019,"['Action', 'Thriller']",40.0
1969,look who s talking,1989,"['Comedy', 'Romance']",51.0
1970,bound,1996,"['Drama', 'Thriller', 'Crime']",61.0
1971,hoodwinked too hood vs evil,2011,['Animation'],20.0
1972,my best friend s wedding,1997,"['Comedy', 'Romance']",50.0
1973,renaissance,2006,"['Action', 'Sci-Fi', 'Thriller', 'Animation']",57.0
1974,gangster no 1,2002,"['Drama', 'Thriller', 'Crime']",60.0
1975,terminal,2018,"['Drama', 'Thriller', 'Crime']",27.0
1976,the colony,2013,"['Action', 'Sci-Fi', 'Thriller']",28.0
1977,ironclad,2011,"['Action', 'Adventure']",42.0
1978,jersey girl,2004,"['Drama', 'Comedy', 'Romance']",43.0
1979,stomp the yard,2007,"['Drama', 'Romance', 'Musical']",44.0
1980,see you yesterday,2019,"['Action', 'Adventure', 'Sci-Fi', 'Drama', 'Thriller', 'Crime']",74.0
1981,the perfect man,2005,"['Comedy', 'Romance', 'Family']",27.0
1982,we were here,2011,['Documentary'],94.0
1983,top gun,1986,"['Action', 'Drama', 'Romance']",50.0
1984,fired up,2009,['Comedy'],31.0
1985,a life less ordinary,1997,"['Drama', 'Fantasy', 'Comedy', 'Romance', 'Crime']",35.0
1986,o,2001,"['Drama', 'Thriller', 'Romance']",53.0
1987,the souvenir,2019,"['Drama', 'Mystery', 'Romance']",92.0
1988,violet daisy,2013,"['Action', 'Drama', 'Thriller', 'Comedy', 'Crime']",43.0
1989,deck the halls,2006,"['Comedy', 'Family']",28.0
1990,under the tuscan sun,2003,"['Drama', 'Comedy', 'Romance']",52.0
1991,far and away,1992,"['Adventure', 'Drama', 'Romance', 'Western']",49.0
1992,beyond the sea,2004,"['Biography', 'Drama', 'Music', 'Musical']",46.0
1993,the haunted mansion,2003,"['Mystery', 'Thriller', 'Fantasy', 'Comedy', 'Family']",34.0
1994,tulpan,2009,"['Drama', 'Comedy']",88.0
1995,the sea of trees,2016,['Drama'],23.0
1996,raising helen,2004,"['Drama', 'Comedy', 'Romance']",38.0
1997,restless,2011,['Drama'],47.0
1998,the ladies man,2000,['Comedy'],22.0
1999,cabin boy,1994,['Comedy'],21.0
2000,michael jordan to the max,2000,"['Sport', 'Documentary']",57.0
2001,shadowboxer,2006,"['Drama', 'Thriller', 'Crime']",33.0
