ID,title,release_year,genres,rating
5102,dalida,2017,"['Drama', 'Romance']",33.0
5103,dallas buyers club,2013,['Drama'],93.0
5104,damage,2017,['Drama'],78.0
5105,damascus cover,2018,"['Drama', 'Mystery', 'Suspense']",14.0
5106,dames,1934,"['Musical', 'Performing Arts', 'Romance']",60.0
5107,damien omen ii,1978,"['Horror', 'Mystery', 'Suspense']",44.0
5108,damn the defiant,1962,"['Action', 'Adventure', 'Art House', 'International', 'Classics', 'Drama']",100.0
5109,damnation alley,1977,"['Action', 'Adventure', 'Drama', 'Science Fiction', 'Fantasy']",44.0
5110,the damned united,2009,"['Drama', 'Sports', 'Fitness']",92.0
5111,damsel,2018,['Comedy'],67.0
5112,damsels in distress,2012,['Comedy'],75.0
5113,dan in real life,2007,"['Comedy', 'Drama', 'Romance']",65.0
5115,dance academy the comeback,2018,['Drama'],100.0
5116,dance flick,2009,"['Action', 'Adventure', 'Comedy']",18.0
5117,dance girl,1940,"['Classics', 'Comedy', 'Drama']",83.0
5118,dance me outside,1994,['Drama'],69.0
5119,dance with me,1998,"['Comedy', 'Drama', 'Musical', 'Performing Arts', 'Romance']",51.0
5120,dancer,2016,['Documentary'],88.0
5121,dancer in the dark,2000,"['Drama', 'Musical', 'Performing Arts']",69.0
5122,dancer texas pop 81,1998,"['Comedy', 'Drama']",80.0
5123,the dancer upstairs,2002,"['Drama', 'Musical', 'Performing Arts', 'Mystery', 'Suspense']",64.0
5124,dances with wolves,1990,"['Action', 'Adventure', 'Drama', 'Western']",83.0
5125,dancing across borders,2010,"['Documentary', 'Musical', 'Performing Arts', 'Special Interest']",57.0
5126,dancing at lughnasa,1998,"['Art House', 'International', 'Drama']",64.0
5127,dancing at the blue iguana,2000,"['Art House', 'International', 'Drama']",23.0
5128,dancing in jaffa,2014,"['Documentary', 'Musical', 'Performing Arts']",88.0
5129,dancing lady,1933,"['Classics', 'Comedy', 'Drama', 'Musical', 'Performing Arts', 'Romance']",80.0
5130,danger close,2017,['Documentary'],20.0
5131,danger close,2019,"['Action', 'Adventure', 'Drama']",71.0
5132,danger diabolik,1968,"['Action', 'Adventure', 'Classics', 'Mystery', 'Suspense', 'Special Interest']",64.0
5133,dangerous beauty,1998,['Drama'],68.0
5134,dangerous ishhq,2012,"['Horror', 'Mystery', 'Suspense']",20.0
5135,dangerous liaisons,2012,"['Art House', 'International', 'Drama']",68.0
5136,dangerous lies,2020,['Drama'],25.0
5137,the dangerous lives of altar boys,2002,['Drama'],77.0
5138,dangerous minds,1995,['Drama'],29.0
5139,a dangerous woman,1993,"['Drama', 'Mystery', 'Suspense', 'Romance']",50.0
5140,daniel,1983,"['Art House', 'International', 'Drama', 'Mystery', 'Suspense']",43.0
5141,daniel ana,2010,"['Drama', 'Mystery', 'Suspense']",56.0
5142,daniel isn t real,2019,"['Horror', 'Mystery', 'Suspense']",82.0
5143,danika,2006,"['Drama', 'Horror', 'Mystery', 'Suspense']",29.0
5144,danny collins,2015,"['Comedy', 'Drama', 'Musical', 'Performing Arts']",77.0
5145,danny deckchair,2003,"['Art House', 'International', 'Comedy', 'Drama']",55.0
5146,danny says,2016,['Documentary'],74.0
5147,unleashed,2005,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense']",66.0
5148,dante s peak,1997,"['Action', 'Adventure']",26.0
5149,darby o gill and the little people,1959,"['Kids', 'Family', 'Science Fiction', 'Fantasy']",100.0
5150,dare,2009,"['Drama', 'Romance']",57.0
5151,daredevil,2003,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",44.0
5152,the darjeeling limited,2007,"['Action', 'Adventure', 'Comedy']",69.0
5153,dark shadows,2012,"['Drama', 'Horror', 'Mystery', 'Suspense']",36.0
5154,dark blue,2003,"['Drama', 'Mystery', 'Suspense']",59.0
5155,dark blue world,2001,['Drama'],62.0
5156,dark city,1998,"['Horror', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",76.0
5157,dark crimes,2018,['Drama'],0.0
5158,the dark crystal,1982,"['Action', 'Adventure', 'Animation', 'Kids', 'Family', 'Science Fiction', 'Fantasy']",79.0
5159,dark days,2000,"['Documentary', 'Special Interest']",94.0
5160,dark encounter,2020,"['Horror', 'Science Fiction', 'Fantasy']",67.0
5161,harlequin dark forces,1980,"['Drama', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",40.0
5162,entre tinieblas dark habits,1983,"['Art House', 'International', 'Comedy']",69.0
5163,the dark half,1993,"['Horror', 'Mystery', 'Suspense']",58.0
5164,dark horse,2012,"['Comedy', 'Drama']",70.0
5165,dark matter,2008,['Drama'],40.0
5166,dark night of the scarecrow,1981,"['Drama', 'Horror', 'Mystery', 'Suspense', 'Television']",50.0
5167,the mercenaries,1968,"['Action', 'Adventure', 'Drama']",67.0
5168,dark passage,1947,"['Classics', 'Drama', 'Mystery', 'Suspense']",93.0
5169,dark phoenix,2019,"['Action', 'Adventure', 'Drama', 'Science Fiction', 'Fantasy']",22.0
5170,dark places,2015,"['Drama', 'Mystery', 'Suspense']",23.0
5171,dark river,2018,"['Art House', 'International', 'Drama']",80.0
5172,dark signal,2017,"['Horror', 'Mystery', 'Suspense']",33.0
5173,dark skies,2013,"['Horror', 'Mystery', 'Suspense']",41.0
5174,dark summer,2015,"['Mystery', 'Suspense']",29.0
5175,dark tide,2012,"['Horror', 'Mystery', 'Suspense']",0.0
5176,dark touch,2013,['Horror'],64.0
5177,dark victory,1939,"['Classics', 'Drama']",88.0
5178,dark was the night,2015,"['Drama', 'Horror', 'Mystery', 'Suspense']",52.0
5179,dark water,2005,"['Horror', 'Mystery', 'Suspense']",47.0
5180,dark waters,2019,['Drama'],90.0
5181,darkest hour,2017,['Drama'],84.0
5182,darkman,1990,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",84.0
5183,darkman ii the return of durant,1995,"['Action', 'Adventure', 'Horror', 'Science Fiction', 'Fantasy']",29.0
5184,darkman iii die,1996,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",33.0
5185,darkness,2004,['Horror'],4.0
5186,darkness falls,2003,"['Horror', 'Mystery', 'Suspense']",9.0
5187,darkon,2006,"['Documentary', 'Musical', 'Performing Arts', 'Science Fiction', 'Fantasy', 'Special Interest']",89.0
5188,darlin,2019,"['Horror', 'Mystery', 'Suspense']",70.0
5189,darling,2016,"['Horror', 'Mystery', 'Suspense']",71.0
5190,darling companion,2012,"['Comedy', 'Drama']",21.0
5191,darling lili,1970,"['Classics', 'Drama', 'Musical', 'Performing Arts', 'Mystery', 'Suspense']",40.0
5192,d a r y l,1985,"['Kids', 'Family', 'Science Fiction', 'Fantasy']",53.0
5193,das finstere tal,2014,"['Action', 'Adventure', 'Art House', 'International', 'Drama', 'Western']",33.0
5194,das versprechen,1995,"['Art House', 'International', 'Drama', 'Romance']",71.0
5195,date and switch,2014,['Comedy'],30.0
5196,date night,2010,"['Comedy', 'Romance']",66.0
5197,date with an angel,1987,"['Comedy', 'Romance']",14.0
5198,american experience,2004,"['Documentary', 'Musical', 'Performing Arts', 'Special Interest']",79.0
5199,daughter of the wolf,2019,"['Action', 'Adventure', 'Mystery', 'Suspense']",22.0
5200,daughters of the dust,1991,"['Drama', 'Romance']",98.0
5201,daughters of the sexual revolution untold story dallas cowboys cheerleaders,2018,['Documentary'],83.0
5202,dave,1993,"['Comedy', 'Romance']",95.0
5203,dave chappelle sticks stones,2019,['Comedy'],35.0
5204,david and bathsheba,1951,"['Classics', 'Drama', 'Romance', 'Faith', 'Spirituality']",83.0
5205,david layla,2007,"['Art House', 'International', 'Comedy', 'Drama', 'Romance']",53.0
5206,david and lisa,1962,"['Classics', 'Drama', 'Romance']",83.0
5208,davy crockett king of the wild frontier,1955,"['Action', 'Adventure', 'Kids', 'Family', 'Television', 'Western']",100.0
5209,dawn of the dead,2004,"['Drama', 'Horror', 'Mystery', 'Suspense']",75.0
5210,dawn of the planet apes,2014,"['Action', 'Adventure', 'Drama', 'Science Fiction', 'Fantasy']",90.0
5211,dawn patrol,2015,['Drama'],0.0
5212,the day after tomorrow,2004,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",44.0
5213,a day at the races,1937,"['Classics', 'Comedy', 'Musical', 'Performing Arts']",94.0
5214,day for night,1973,"['Art House', 'International', 'Comedy', 'Drama', 'Romance']",100.0
5215,day night,2006,"['Action', 'Adventure', 'Art House', 'International', 'Drama']",67.0
5216,day of the dead bloodline,2018,['Horror'],13.0
5217,day of the falcon,2013,"['Action', 'Adventure', 'Drama']",11.0
5218,day of the flowers,2018,"['Comedy', 'Drama', 'Romance']",58.0
5219,the day of jackal,1973,"['Classics', 'Drama', 'Mystery', 'Suspense']",89.0
5220,the day of locust,1975,"['Classics', 'Drama', 'Mystery', 'Suspense']",60.0
5221,day of the outlaw,1959,"['Classics', 'Western']",100.0
5222,the day earth stood still,2008,"['Science Fiction', 'Fantasy']",21.0
5223,day watch,2007,"['Action', 'Adventure', 'Art House', 'International', 'Horror', 'Science Fiction', 'Fantasy']",62.0
5224,day zero,2007,['Drama'],24.0
5225,daybreakers,2010,"['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Suspense']",69.0
5226,daydream nation,2011,"['Comedy', 'Drama', 'Romance']",68.0
5227,daylight,1996,"['Action', 'Adventure', 'Drama']",27.0
5228,daylight,2011,"['Drama', 'Mystery', 'Suspense']",91.0
5229,daylight robbery,2008,"['Drama', 'Mystery', 'Suspense']",22.0
5230,giorni e nuvole,2007,"['Art House', 'International', 'Drama']",81.0
5231,days and nights,2014,"['Comedy', 'Drama']",0.0
5232,days of glory,2007,['Drama'],83.0
5233,days of grace,2015,"['Mystery', 'Suspense']",65.0
5234,days of heaven,1978,['Drama'],92.0
5235,days of thunder,1990,"['Action', 'Adventure', 'Drama', 'Romance']",38.0
5236,the daytrippers,1997,"['Comedy', 'Drama']",73.0
5237,dazed and confused,1993,['Comedy'],92.0
5238,d c cab,1983,['Comedy'],14.0
5239,dcu justice league the flashpoint paradox,2016,"['Action', 'Adventure', 'Animation']",100.0
5240,ddongpari,2009,"['Action', 'Adventure', 'Art House', 'International', 'Drama']",84.0
5241,de rouille et d os,2012,"['Drama', 'Mystery', 'Suspense']",82.0
5242,de sade,2001,"['Art House', 'International', 'Classics', 'Drama', 'Mystery', 'Suspense']",0.0
5243,de zaak alzheimer,2005,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense']",84.0
5244,dead man running,2009,"['Action', 'Adventure', 'Drama']",14.0
5245,dylan dog dead of night,2011,"['Horror', 'Mystery', 'Suspense']",7.0
5246,dead or alive hanzaisha,1999,"['Art House', 'International', 'Drama', 'Mystery', 'Suspense']",55.0
5247,dead again,1991,"['Drama', 'Mystery', 'Suspense', 'Romance']",83.0
5248,dead alive,1993,"['Comedy', 'Horror', 'Science Fiction', 'Fantasy']",88.0
5249,dead and buried,1981,"['Horror', 'Mystery', 'Suspense']",75.0
5250,dead ant,2019,"['Action', 'Adventure', 'Comedy']",64.0
5251,dead awake,2017,"['Horror', 'Mystery', 'Suspense']",20.0
5252,dead bang,1989,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense']",33.0
5253,dead calm,1989,"['Mystery', 'Suspense']",83.0
5254,dead dicks,2019,['Horror'],100.0
5255,dead end,1937,"['Classics', 'Drama', 'Mystery', 'Suspense']",91.0
5256,dead heat on a merry go round,1966,"['Action', 'Adventure', 'Classics', 'Comedy', 'Drama', 'Mystery', 'Suspense']",40.0
5257,dead hooker in a trunk,2009,"['Action', 'Adventure', 'Art House', 'International', 'Documentary', 'Horror']",80.0
5258,dead kids,2019,"['Drama', 'Mystery', 'Suspense']",17.0
5259,dead man,1995,"['Drama', 'Science Fiction', 'Fantasy', 'Western']",71.0
5260,dead man down,2013,"['Mystery', 'Suspense']",40.0
5261,dead man on campus,1998,"['Comedy', 'Drama']",15.0
5262,dead man s burden,2013,"['Drama', 'Western']",74.0
5263,dead man s shoes,2006,"['Drama', 'Mystery', 'Suspense']",58.0
5264,dead men don t wear plaid,1982,"['Comedy', 'Mystery', 'Suspense']",79.0
5265,dead night,2018,['Horror'],63.0
5266,dead of night,1974,"['Drama', 'Horror', 'Mystery', 'Suspense']",83.0
5267,dead of winter,1986,"['Drama', 'Horror', 'Mystery', 'Suspense']",77.0
5268,dead or alive final,2002,"['Art House', 'International', 'Drama', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",42.0
5269,dead poets society,1989,['Drama'],84.0
5270,the dead pool,1988,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense']",55.0
5271,dead ringer,1964,"['Classics', 'Drama', 'Mystery', 'Suspense']",100.0
5272,dead ringers,1988,"['Drama', 'Horror', 'Mystery', 'Suspense']",83.0
5273,dead silence,2007,"['Horror', 'Mystery', 'Suspense']",20.0
5274,dead snow,2009,"['Action', 'Adventure', 'Art House', 'International', 'Comedy', 'Horror']",69.0
5275,dead snow 2 red vs,2014,"['Action', 'Adventure', 'Art House', 'International', 'Comedy', 'Horror']",81.0
5276,dead water,2019,"['Horror', 'Mystery', 'Suspense']",17.0
5277,the dead zone,1983,"['Horror', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",89.0
5278,deadfall,2012,"['Drama', 'Mystery', 'Suspense']",34.0
5279,deadline,2012,"['Drama', 'Mystery', 'Suspense']",0.0
5280,deadly blessing,1982,"['Action', 'Adventure', 'Cult Movies', 'Drama', 'Horror', 'Mystery', 'Suspense']",14.0
5281,the deadly companions,1961,"['Action', 'Adventure', 'Drama', 'Western']",83.0
5282,deadly friend,1986,"['Drama', 'Horror', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",8.0
5283,deadpool,2016,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Fantasy']",85.0
5284,deadpool 2,2018,"['Action', 'Adventure', 'Comedy']",83.0
5285,deadtectives,2020,"['Comedy', 'Horror']",63.0
5286,deadtime stories,1986,"['Horror', 'Mystery', 'Suspense']",0.0
5287,deal of the century,1983,['Comedy'],11.0
5288,dealing with idiots,2013,['Comedy'],37.0
5289,dealt,2017,"['Documentary', 'Special Interest']",96.0
5290,dear lemon lima,2011,"['Comedy', 'Drama']",75.0
5291,dear diary,1994,"['Art House', 'International', 'Comedy', 'Drama']",68.0
5292,dear dictator,2018,['Comedy'],16.0
5293,dear ex,2019,"['Drama', 'Romance']",89.0
5294,dear frankie,2005,['Drama'],81.0
5295,dear god,1996,['Comedy'],12.0
5296,dear heart,1964,"['Comedy', 'Drama', 'Romance']",40.0
5297,dear jesse,1998,"['Documentary', 'Special Interest']",86.0
5298,dear john,2010,"['Drama', 'Romance']",29.0
5299,dear mr watterson,2013,"['Documentary', 'Musical', 'Performing Arts']",62.0
5300,dear wendy,2005,"['Art House', 'International', 'Drama']",36.0
5301,dear white people,2014,"['Comedy', 'Drama']",91.0
5302,death and the maiden,1995,"['Drama', 'Mystery', 'Suspense']",82.0
5303,death at a funeral,2007,"['Comedy', 'Drama']",62.0
5304,death at a funeral,2010,"['Comedy', 'Drama']",43.0
5305,death becomes her,1992,"['Comedy', 'Science Fiction', 'Fantasy']",54.0
5306,death by china,2012,['Documentary'],38.0
5307,death defying acts,2008,"['Drama', 'Mystery', 'Suspense', 'Romance']",42.0
5308,death house,2018,['Horror'],40.0
5309,death line,1972,['Horror'],91.0
5310,death note,2017,"['Drama', 'Horror', 'Mystery', 'Suspense']",38.0
5311,death of a cyclist,1958,"['Art House', 'International', 'Drama']",100.0
5312,death of a president,2006,"['Drama', 'Mystery', 'Suspense']",38.0
5313,death proof,2007,"['Action', 'Adventure', 'Horror', 'Mystery', 'Suspense']",64.0
5314,death race,2008,"['Action', 'Adventure', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",42.0
5315,death race 2,2014,"['Action', 'Adventure']",17.0
5316,death race 2000,1975,"['Action', 'Adventure', 'Classics', 'Science Fiction', 'Fantasy']",83.0
5317,death race 3 inferno,2016,"['Action', 'Adventure']",50.0
5318,da uomo a death rides horse,1967,"['Art House', 'International', 'Classics', 'Drama', 'Western']",40.0
5319,death sentence,2007,"['Action', 'Adventure', 'Drama']",20.0
5320,death takes a holiday,1934,"['Classics', 'Comedy', 'Drama', 'Science Fiction', 'Fantasy', 'Romance']",88.0
5321,death to smoochy,2002,['Comedy'],42.0
5322,death wish,1974,"['Action', 'Adventure', 'Classics', 'Drama']",68.0
5323,death wish,2018,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense']",18.0
5324,death wish 3,1985,"['Action', 'Adventure']",11.0
5325,death wish 4 the crackdown,1987,"['Action', 'Adventure']",14.0
5326,death wish ii,1982,"['Action', 'Adventure']",33.0
5327,death wish v the face of,1993,"['Action', 'Adventure']",0.0
5328,deathgasm,2015,"['Art House', 'International', 'Comedy', 'Horror']",88.0
5329,the deaths of ian stone,2007,"['Horror', 'Mystery', 'Suspense']",57.0
5330,deathstroke knights dragons,2020,"['Action', 'Adventure', 'Animation']",80.0
5331,deathtrap,1982,"['Comedy', 'Drama', 'Mystery', 'Suspense']",71.0
5332,d e b s,2004,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Suspense']",39.0
5333,debt collectors,2020,"['Action', 'Adventure', 'Mystery', 'Suspense']",82.0
5334,decasia,2002,"['Documentary', 'Drama', 'Musical', 'Performing Arts', 'Special Interest']",86.0
5335,deceiver,1998,"['Drama', 'Mystery', 'Suspense']",48.0
5336,december boys,2007,"['Drama', 'Kids', 'Family']",41.0
5337,deception,2008,"['Action', 'Adventure', 'Mystery', 'Suspense']",11.0
5338,deceptive practice the mysteries and mentors of ricky jay,2013,"['Documentary', 'Special Interest']",92.0
5339,decision before dawn,1951,"['Action', 'Adventure', 'Classics', 'Drama', 'Mystery', 'Suspense']",100.0
5340,deck the halls,2006,['Comedy'],6.0
5341,declaration of war,2012,"['Art House', 'International', 'Comedy', 'Drama', 'Special Interest']",86.0
5342,the decline of western civilization part ii metal years,1988,"['Documentary', 'Musical', 'Performing Arts', 'Special Interest']",90.0
5343,decoding annie parker,2014,['Drama'],56.0
5344,decoding deepak,2012,"['Documentary', 'Special Interest', 'Faith', 'Spirituality']",55.0
5345,dead sushi,2013,"['Action', 'Adventure', 'Comedy', 'Horror']",100.0
5346,dedication,2007,"['Comedy', 'Drama', 'Romance']",40.0
5347,the deep,1977,"['Action', 'Adventure', 'Horror', 'Mystery', 'Suspense']",48.0
5349,deep blue sea 3,2020,['Horror'],69.0
5350,the deep end,2001,"['Drama', 'Mystery', 'Suspense']",82.0
5351,the deep end of ocean,1999,['Drama'],43.0
5352,deep impact,1998,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",45.0
5353,deep red,1975,"['Art House', 'International', 'Horror', 'Mystery', 'Suspense']",96.0
5354,deep rising,1998,"['Action', 'Adventure', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",28.0
5355,deep sea 3d,2006,"['Animation', 'Documentary', 'Kids', 'Family', 'Special Interest']",91.0
5356,deep web,2015,['Documentary'],79.0
5357,deeply,2001,"['Art House', 'International', 'Drama', 'Mystery', 'Suspense', 'Romance']",20.0
5358,deepstar six,1989,"['Action', 'Adventure', 'Horror', 'Science Fiction', 'Fantasy']",9.0
5359,deepwater horizon,2016,"['Action', 'Adventure', 'Drama']",83.0
5360,deerskin,2020,['Comedy'],87.0
5361,defamation,2009,"['Documentary', 'Special Interest', 'Faith', 'Spirituality']",85.0
5362,defending your life,1991,"['Comedy', 'Science Fiction', 'Fantasy']",97.0
5363,defendor,2009,"['Comedy', 'Drama']",74.0
5364,defence of the realm,1985,"['Drama', 'Mystery', 'Suspense']",100.0
5365,defiance,2009,['Drama'],58.0
5366,the defiant ones,1958,"['Classics', 'Drama']",83.0
5367,deidra laney rob a train,2017,['Comedy'],92.0
5368,deja vu,2006,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense', 'Romance']",56.0
5369,delgo,2008,"['Animation', 'Science Fiction', 'Fantasy']",11.0
5370,delhi 6,2009,"['Art House', 'International', 'Comedy', 'Drama']",36.0
5371,delhi belly,2011,"['Action', 'Adventure', 'Comedy']",88.0
5372,delhi safari,2012,"['Animation', 'Kids', 'Family']",20.0
5373,deli man,2015,['Drama'],81.0
5374,delicatessen,1992,"['Art House', 'International', 'Comedy', 'Drama', 'Science Fiction', 'Fantasy']",89.0
5375,delirious,1991,"['Comedy', 'Science Fiction', 'Fantasy']",44.0
5376,delirium,2018,['Horror'],0.0
5377,deliver us from eva,2003,"['Comedy', 'Drama', 'Romance']",44.0
5378,deliver us from evil,2006,['Documentary'],100.0
5379,deliver us from evil,2014,"['Action', 'Adventure', 'Horror']",29.0
5380,deliverance,1972,"['Classics', 'Drama']",89.0
5381,delivery man,2013,['Comedy'],39.0
5382,delivery the beast within,2014,"['Horror', 'Mystery', 'Suspense']",71.0
5383,de lovely,2004,"['Comedy', 'Drama', 'Musical', 'Performing Arts']",48.0
5384,delta farce,2007,"['Action', 'Adventure', 'Comedy']",5.0
5385,the delta force,1986,"['Action', 'Adventure']",18.0
5386,delta force 2 the colombian connection,1990,"['Action', 'Adventure']",11.0
5387,delta of venus,1995,['Drama'],0.0
5388,dementia 13,1963,"['Drama', 'Horror', 'Mystery', 'Suspense']",63.0
5389,demetrius and the gladiators,1954,"['Action', 'Adventure', 'Classics', 'Drama']",83.0
5390,demolition,2016,"['Comedy', 'Drama']",53.0
5391,demolition man,1993,"['Action', 'Adventure', 'Comedy', 'Drama', 'Science Fiction', 'Fantasy']",60.0
5392,demon,2016,"['Art House', 'International', 'Mystery', 'Suspense']",92.0
5393,demon house,2018,"['Documentary', 'Horror']",50.0
5394,demon seed,1977,"['Horror', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",55.0
5395,demonlover,2003,"['Art House', 'International', 'Drama', 'Mystery', 'Suspense']",50.0
5396,demons 2 the nightmare returns,1987,"['Art House', 'International', 'Horror', 'Television']",60.0
5397,den of thieves,2018,"['Action', 'Adventure', 'Drama']",41.0
5398,denial,2016,['Drama'],82.0
5399,denise ho becoming the song,2020,['Documentary'],90.0
5400,dennis the menace,1993,"['Comedy', 'Kids', 'Family']",27.0
5401,the dentist 2 brace yourself,1998,['Horror'],0.0
5402,the departed,2006,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense']",91.0
5403,depraved,2019,"['Horror', 'Mystery', 'Suspense']",84.0
5404,the circle,2014,['Drama'],100.0
5405,der samurai,2016,"['Horror', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",100.0
5406,derailed,2005,"['Drama', 'Mystery', 'Suspense']",21.0
5407,derailroaded,2005,"['Documentary', 'Musical', 'Performing Arts', 'Special Interest']",82.0
5408,derrida,2002,"['Documentary', 'Musical', 'Performing Arts', 'Special Interest', 'Faith', 'Spirituality']",82.0
5409,dersu uzala,1975,"['Action', 'Adventure', 'Art House', 'International', 'Drama']",73.0
5410,descendants 2,2017,[],71.0
5411,the descent,2006,['Horror'],85.0
5412,desert bayou,2007,"['Documentary', 'Special Interest']",78.0
5413,desert blue,1999,"['Comedy', 'Drama']",37.0
5414,desert dancer,2015,['Drama'],33.0
5415,the desert fox,1951,"['Action', 'Adventure', 'Classics', 'Drama']",71.0
5416,desert hearts,1986,"['Art House', 'International', 'Drama', 'Romance', 'Gay', 'Lesbian']",95.0
5417,the desert rats,1953,"['Action', 'Adventure', 'Classics']",83.0
5418,desert saints,2002,"['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Suspense']",29.0
5419,desierto,2016,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense']",63.0
5420,designing woman,1957,"['Classics', 'Comedy', 'Romance']",82.0
5421,desk set,1957,"['Classics', 'Comedy', 'Romance']",100.0
5422,desperate acts of magic,2013,['Comedy'],60.0
5423,desperate living,1977,['Comedy'],70.0
5424,desperate measures,1997,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense']",19.0
5425,desperately seeking susan,1985,"['Comedy', 'Drama', 'Romance']",83.0
5426,despicable me 2,2013,"['Animation', 'Comedy', 'Kids', 'Family']",75.0
5427,despicable me 3,2017,"['Animation', 'Comedy', 'Kids', 'Family']",58.0
5428,despite the falling snow,2017,"['Art House', 'International', 'Mystery', 'Suspense', 'Romance']",9.0
5429,destination tokyo,1943,"['Action', 'Adventure', 'Classics', 'Drama']",80.0
5430,destination wedding,2018,"['Comedy', 'Drama', 'Romance']",51.0
5431,destiny,1924,"['Art House', 'International', 'Classics', 'Horror', 'Science Fiction', 'Fantasy']",90.0
5432,destiny turns on the radio,1995,"['Action', 'Adventure', 'Comedy', 'Drama']",17.0
5433,destroy all monsters,1969,"['Action', 'Adventure', 'Anime', 'Manga', 'Art House', 'International', 'Classics', 'Horror', 'Science Fiction', 'Fantasy']",75.0
5434,destroyer,2018,"['Mystery', 'Suspense']",73.0
5435,destry rides again,1939,"['Classics', 'Comedy', 'Western']",96.0
5436,detachment,2012,['Drama'],57.0
5437,the detective,1968,"['Classics', 'Drama', 'Mystery', 'Suspense']",100.0
5438,detective dee and the mystery of phantom flame,2011,"['Action', 'Adventure', 'Art House', 'International', 'Mystery', 'Suspense']",80.0
5439,detective story,1951,"['Classics', 'Drama', 'Mystery', 'Suspense']",75.0
5440,detention,2012,"['Comedy', 'Horror']",41.0
5441,detention of the dead,2013,"['Comedy', 'Horror']",57.0
5442,deterrence,2000,"['Drama', 'Mystery', 'Suspense']",46.0
5443,detour,1945,"['Classics', 'Cult Movies', 'Drama', 'Mystery', 'Suspense']",100.0
5444,detour,2017,['Drama'],65.0
5445,detroit,2017,"['Drama', 'Mystery', 'Suspense']",82.0
5446,detroit 9000,1998,"['Action', 'Adventure', 'Cult Movies', 'Drama', 'Mystery', 'Suspense']",25.0
5447,detroit rock city,1999,['Comedy'],48.0
5448,detropia,2012,['Documentary'],86.0
5449,deuce bigalow male gigolo,1999,['Comedy'],22.0
5450,deuce bigalow european gigolo,2005,['Comedy'],9.0
5451,deuces wild,2002,"['Action', 'Adventure', 'Drama']",3.0
5452,devil,2010,"['Horror', 'Mystery', 'Suspense']",50.0
5453,the devil and max devlin,2016,"['Comedy', 'Kids', 'Family', 'Science Fiction', 'Fantasy']",18.0
5454,the devil and miss jones,1941,"['Classics', 'Comedy', 'Drama', 'Romance']",100.0
5455,the devil came on horseback,2007,"['Documentary', 'Special Interest']",96.0
5456,devil in a blue dress,1995,"['Drama', 'Mystery', 'Suspense']",88.0
5457,the devil s advocate,1997,"['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Suspense']",63.0
5458,the devil s backbone,2001,"['Art House', 'International', 'Drama', 'Mystery', 'Suspense']",92.0
5459,the devil s brigade,1968,"['Action', 'Adventure', 'Classics', 'Drama']",60.0
5460,the devil s chair,2012,['Horror'],60.0
5461,devil s due,2014,['Horror'],18.0
5462,devil s gate,2018,"['Drama', 'Mystery', 'Suspense']",38.0
5463,devil s knot,2014,['Drama'],24.0
5464,devils on the doorstep,2002,"['Art House', 'International', 'Comedy', 'Drama']",91.0
5465,the devil s own,1997,"['Action', 'Adventure', 'Drama', 'Mystery', 'Suspense']",35.0
5466,the devil s rejects,2005,['Horror'],54.0
5467,the dhamma brothers,2008,"['Documentary', 'Special Interest']",83.0
5468,dheepan,2016,['Drama'],87.0
5469,mumbai diaries,2011,"['Art House', 'International', 'Drama']",65.0
5470,dhoom 2,2006,"['Action', 'Adventure', 'Art House', 'International', 'Mystery', 'Suspense']",92.0
5471,diablo,2016,"['Mystery', 'Suspense', 'Western']",19.0
5472,dial a prayer,2015,"['Comedy', 'Drama']",71.0
5473,dial m for murder,1954,"['Classics', 'Mystery', 'Suspense']",89.0
