ID,title,release_year,genres,rating
777,saving private ryan,1998,"['Drama', 'War']",8.6
778,six days seven nights,1998,"['Action', 'Adventure', 'Comedy']",5.9
779,snake eyes,1998,"['Crime', 'Mystery', 'Thriller']",6.1
780,star trek insurrection,1998,"['Action', 'Adventure', 'Sci-Fi']",6.4
781,tarzan,1999,"['Adventure', 'Animation', 'Comedy']",7.3
782,the thin red line,1998,"['Drama', 'History', 'War']",7.6
783,u s marshals,1998,"['Action', 'Crime', 'Thriller']",6.5
784,vampires,1998,"['Action', 'Horror', 'Thriller']",6.1
785,wag the dog,1997,"['Comedy', 'Drama']",7.1
786,the wedding singer,1998,"['Comedy', 'Music', 'Romance']",6.9
787,what dreams may come,1998,"['Drama', 'Fantasy', 'Romance']",7.0
788,wild things,1998,"['Crime', 'Drama', 'Mystery']",6.6
789,wild west,1999,"['Action', 'Comedy', 'Sci-Fi']",4.9
790,the x files,1998,"['Drama', 'Mystery', 'Sci-Fi']",7.0
791,x men,2000,"['Action', 'Adventure', 'Sci-Fi']",7.3
792,existenz,1999,"['Horror', 'Mystery', 'Sci-Fi']",6.8
793,men in black ii,2002,"['Action', 'Adventure', 'Comedy']",6.2
794,titan a e,2000,"['Action', 'Adventure', 'Animation']",6.6
795,star wars episode i the phantom menace,1999,"['Action', 'Adventure', 'Fantasy']",6.5
796,the emperor s new groove,2000,"['Adventure', 'Animation', 'Comedy']",7.4
797,corpse bride,2005,"['Animation', 'Drama', 'Family']",7.4
798,star wars episode ii attack of the clones,2002,"['Action', 'Adventure', 'Fantasy']",6.6
799,star wars episode iii revenge of the sith,2005,"['Action', 'Adventure', 'Fantasy']",7.6
800,lethal weapon 4,1998,"['Action', 'Crime', 'Thriller']",6.6
801,ronin,1998,"['Action', 'Crime', 'Thriller']",7.2
802,small soldiers,1998,"['Action', 'Adventure', 'Comedy']",6.2
803,analyze this,1999,"['Comedy', 'Crime']",6.7
804,life,1999,"['Comedy', 'Crime', 'Drama']",6.8
805,blast from the past,1999,"['Comedy', 'Drama', 'Romance']",6.7
806,the cider house rules,1999,"['Drama', 'Romance']",7.4
807,he got game,1998,"['Drama', 'Sport']",6.9
808,heartbreakers,2001,"['Comedy', 'Crime', 'Romance']",6.2
809,notting hill,1999,"['Comedy', 'Drama', 'Romance']",7.2
810,man on the moon,1999,"['Biography', 'Comedy', 'Drama']",7.4
811,shrek,2001,"['Adventure', 'Animation', 'Comedy']",7.9
812,election,1999,"['Comedy', 'Romance']",7.3
813,elizabeth,1998,"['Biography', 'Drama', 'History']",7.4
814,can t hardly wait,1998,"['Comedy', 'Romance']",6.5
815,rounders,1998,"['Crime', 'Drama']",7.3
816,rushmore,1998,"['Comedy', 'Drama', 'Romance']",7.6
817,you ve got mail,1998,"['Comedy', 'Drama', 'Romance']",6.7
818,the iron giant,1999,"['Action', 'Adventure', 'Animation']",8.1
819,patch adams,1998,"['Biography', 'Comedy', 'Drama']",6.8
820,there s something about mary,1998,"['Comedy', 'Romance']",7.1
821,i still know what you did last summer,1998,"['Horror', 'Mystery', 'Thriller']",4.7
822,dinosaur,2000,"['Adventure', 'Animation', 'Drama']",6.4
823,bowfinger,1999,['Comedy'],6.5
824,baseketball,1998,"['Comedy', 'Sport']",6.5
825,mystery men,1999,"['Action', 'Comedy', 'Fantasy']",6.1
826,october sky,1999,"['Biography', 'Drama', 'Family']",7.8
827,the matrix,1999,"['Action', 'Sci-Fi']",8.7
828,planet of the apes,2001,"['Action', 'Adventure', 'Sci-Fi']",5.7
829,treasure planet,2002,"['Adventure', 'Animation', 'Family']",7.2
830,the faculty,1998,"['Horror', 'Mystery', 'Sci-Fi']",6.6
831,the siege,1998,"['Action', 'Thriller']",6.4
832,scream 3,2000,"['Horror', 'Mystery']",5.6
833,the talented mr ripley,1999,"['Crime', 'Drama', 'Thriller']",7.4
834,8mm,1999,"['Crime', 'Drama', 'Mystery']",6.6
835,pitch black,2000,"['Action', 'Horror', 'Sci-Fi']",7.0
836,arlington road,1999,"['Action', 'Crime', 'Drama']",7.2
837,entrapment,1999,"['Action', 'Crime', 'Romance']",6.3
838,fight club,1999,['Drama'],8.8
839,shakespeare in love,1998,"['Comedy', 'Drama', 'History']",7.1
840,the astronaut s wife,1999,"['Drama', 'Sci-Fi', 'Thriller']",5.4
841,intolerable cruelty,2003,"['Comedy', 'Crime', 'Romance']",6.3
842,pi,1998,"['Drama', 'Horror', 'Mystery']",7.3
843,the road to el dorado,2000,"['Adventure', 'Animation', 'Comedy']",6.9
844,cruel intentions,1999,"['Drama', 'Romance']",6.8
845,go,1999,"['Comedy', 'Crime']",7.2
846,lake placid,1999,"['Action', 'Comedy', 'Horror']",5.8
847,training day,2001,"['Crime', 'Drama', 'Thriller']",7.7
848,the thirteenth floor,1999,"['Mystery', 'Sci-Fi', 'Thriller']",7.0
849,the insider,1999,"['Biography', 'Drama', 'Thriller']",7.8
850,inspector gadget,1999,"['Action', 'Adventure', 'Comedy']",4.2
851,u 571,2000,"['Action', 'War']",6.6
852,big daddy,1999,"['Comedy', 'Drama']",6.4
853,the ninth gate,1999,"['Mystery', 'Thriller']",6.7
854,the world is not enough,1999,"['Action', 'Adventure', 'Thriller']",6.4
855,american psycho,2000,"['Crime', 'Drama', 'Horror']",7.6
856,the boondock saints,1999,"['Action', 'Crime', 'Thriller']",7.7
857,bride of chucky,1998,"['Comedy', 'Horror', 'Thriller']",5.6
858,the general s daughter,1999,"['Crime', 'Drama', 'Mystery']",6.4
859,nutty professor ii the klumps,2000,"['Comedy', 'Romance', 'Sci-Fi']",4.5
860,spider man,2002,"['Action', 'Adventure', 'Sci-Fi']",7.4
861,stigmata,1999,"['Horror', 'Mystery']",6.2
862,austin powers the spy who shagged me,1999,"['Action', 'Adventure', 'Comedy']",6.6
863,the bone collector,1999,"['Crime', 'Drama', 'Mystery']",6.7
864,thirteen days,2000,"['Drama', 'History', 'Thriller']",7.3
865,lara croft tomb raider,2001,"['Action', 'Adventure', 'Fantasy']",5.7
866,urban legend,1998,"['Horror', 'Mystery', 'Thriller']",5.6
867,end of days,1999,"['Action', 'Fantasy', 'Horror']",5.8
868,any given sunday,1999,"['Drama', 'Sport']",6.9
869,high fidelity,2000,"['Comedy', 'Drama', 'Music']",7.4
870,the legend of bagger vance,2000,"['Drama', 'Fantasy', 'Sport']",6.7
871,happiness,1998,"['Comedy', 'Drama']",7.7
872,10 things i hate about you,1999,"['Comedy', 'Drama', 'Romance']",7.3
873,deep blue sea,1999,"['Action', 'Adventure', 'Sci-Fi']",5.9
874,double jeopardy,1999,"['Crime', 'Drama', 'Mystery']",6.5
875,joan of arc,1999,"['Adventure', 'Biography', 'Drama']",6.4
876,never been kissed,1999,"['Comedy', 'Drama', 'Romance']",6.0
877,office space,1999,['Comedy'],7.6
878,festen,1998,['Drama'],8.1
879,following,1998,"['Crime', 'Mystery', 'Thriller']",7.5
880,the thomas crown affair,1999,"['Crime', 'Romance', 'Thriller']",6.8
881,psycho,1998,"['Horror', 'Mystery', 'Thriller']",4.6
882,south park bigger longer uncut,1999,"['Animation', 'Comedy', 'Fantasy']",7.7
883,the virgin suicides,1999,"['Drama', 'Romance']",7.2
884,behind enemy lines,2001,"['Action', 'Drama', 'Thriller']",6.4
885,cold mountain,2003,"['Adventure', 'Drama', 'Romance']",7.2
886,charlie s angels,2000,"['Action', 'Adventure', 'Comedy']",5.6
887,she s all that,1999,"['Comedy', 'Romance']",5.9
888,what lies beneath,2000,"['Drama', 'Horror', 'Mystery']",6.6
889,cast away,2000,"['Adventure', 'Drama', 'Romance']",7.8
890,ghost world,2001,"['Comedy', 'Drama']",7.3
891,shaft,2000,"['Action', 'Crime', 'Thriller']",6.0
892,sleepy hollow,1999,"['Fantasy', 'Horror', 'Mystery']",7.3
893,jurassic park iii,2001,"['Action', 'Adventure', 'Sci-Fi']",5.9
894,runaway bride,1999,"['Comedy', 'Romance']",5.6
895,american pie,1999,['Comedy'],7.0
896,the beach,2000,"['Adventure', 'Drama', 'Romance']",6.6
897,bringing out the dead,1999,"['Drama', 'Thriller']",6.8
898,hollow man,2000,"['Action', 'Horror', 'Sci-Fi']",5.8
899,stir of echoes,1999,"['Horror', 'Mystery', 'Thriller']",6.9
900,the sum of all fears,2002,"['Action', 'Drama', 'Thriller']",6.4
901,along came a spider,2001,"['Drama', 'Thriller']",6.4
902,stuart little,1999,"['Adventure', 'Comedy', 'Family']",6.0
903,romeo must die,2000,"['Action', 'Crime', 'Thriller']",6.1
904,sinbad legend of the seven seas,2003,"['Adventure', 'Animation', 'Comedy']",6.7
905,spirit stallion of the cimarron,2002,"['Adventure', 'Animation', 'Drama']",7.2
906,the straight story,1999,"['Biography', 'Drama']",8.0
907,mulholland dr,2001,"['Drama', 'Mystery', 'Thriller']",7.9
908,hellboy,2004,"['Action', 'Adventure', 'Fantasy']",6.8
909,the lord of rings return king,2003,"['Action', 'Adventure', 'Drama']",9.0
910,the lord of rings two towers,2002,"['Action', 'Adventure', 'Drama']",8.8
911,the sixth sense,1999,"['Drama', 'Mystery', 'Thriller']",8.2
912,dancer in the dark,2000,"['Crime', 'Drama', 'Musical']",7.9
913,american beauty,1999,['Drama'],8.3
914,how the grinch stole christmas,2000,"['Comedy', 'Family', 'Fantasy']",6.3
915,the haunting,1999,"['Fantasy', 'Horror', 'Mystery']",5.0
916,keeping the faith,2000,"['Comedy', 'Drama', 'Romance']",6.4
917,boys don t cry,1999,"['Biography', 'Crime', 'Drama']",7.5
918,bad boys ii,2003,"['Action', 'Comedy', 'Crime']",6.6
919,girl interrupted,1999,"['Biography', 'Drama']",7.3
920,gladiator,2000,"['Action', 'Adventure', 'Drama']",8.5
921,final fantasy the spirits within,2001,"['Action', 'Adventure', 'Animation']",6.4
922,the hurricane,1999,"['Biography', 'Drama', 'Sport']",7.6
923,scary movie,2000,['Comedy'],6.3
924,magnolia,1999,['Drama'],8.0
925,galaxy quest,1999,"['Adventure', 'Comedy', 'Sci-Fi']",7.4
926,the perfect storm,2000,"['Action', 'Adventure', 'Drama']",6.5
927,ringu,1998,"['Horror', 'Mystery']",7.2
928,15 minutes,2001,"['Action', 'Crime', 'Drama']",6.1
929,quills,2000,"['Biography', 'Drama']",7.2
930,requiem for a dream,2000,['Drama'],8.3
931,blue streak,1999,"['Action', 'Comedy', 'Crime']",6.3
932,finding forrester,2000,['Drama'],7.3
933,minority report,2002,"['Action', 'Crime', 'Mystery']",7.6
934,terminator 3 rise of the machines,2003,"['Action', 'Sci-Fi']",6.3
935,traffic,2000,"['Crime', 'Drama', 'Thriller']",7.6
936,almost famous,2000,"['Adventure', 'Comedy', 'Drama']",7.9
937,boiler room,2000,"['Crime', 'Drama', 'Thriller']",7.0
938,bicentennial man,1999,"['Drama', 'Romance', 'Sci-Fi']",6.9
939,me myself irene,2000,['Comedy'],6.6
940,mission to mars,2000,"['Adventure', 'Sci-Fi', 'Thriller']",5.7
941,phone booth,2002,"['Crime', 'Thriller']",7.1
942,a knight s tale,2001,"['Action', 'Adventure', 'Romance']",6.9
943,shanghai noon,2000,"['Action', 'Adventure', 'Comedy']",6.6
944,wonder boys,2000,"['Comedy', 'Drama']",7.2
945,battlefield earth,2000,"['Action', 'Adventure', 'Sci-Fi']",2.5
946,house on haunted hill,1999,"['Horror', 'Mystery', 'Thriller']",5.6
947,little nicky,2000,"['Comedy', 'Fantasy']",5.3
948,the blair witch project,1999,"['Horror', 'Mystery']",6.5
949,frequency,2000,"['Crime', 'Drama', 'Mystery']",7.4
950,space cowboys,2000,"['Action', 'Adventure', 'Thriller']",6.5
951,gone in sixty seconds,2000,"['Action', 'Crime', 'Thriller']",6.5
952,the patriot,2000,"['Action', 'Drama', 'History']",7.2
953,blade ii,2002,"['Action', 'Horror', 'Sci-Fi']",6.7
954,the whole nine yards,2000,"['Comedy', 'Crime']",6.7
955,wo hu cang long,2000,"['Action', 'Adventure', 'Drama']",7.9
956,o brother where art thou,2000,"['Adventure', 'Comedy', 'Crime']",7.7
957,vertical limit,2000,"['Action', 'Adventure', 'Drama']",5.9
958,the replacements,2000,"['Comedy', 'Sport']",6.6
959,28 days,2000,"['Comedy', 'Drama']",6.1
960,erin brockovich,2000,"['Biography', 'Drama']",7.4
961,final destination,2000,"['Horror', 'Thriller']",6.7
962,zoolander,2001,['Comedy'],6.5
963,monsters inc,2001,"['Adventure', 'Animation', 'Comedy']",8.1
964,red planet,2000,"['Action', 'Sci-Fi', 'Thriller']",5.7
965,the bank job,2008,"['Crime', 'Drama', 'Thriller']",7.2
966,coyote ugly,2000,"['Comedy', 'Drama', 'Music']",5.7
967,moulin rouge,2001,"['Drama', 'Musical', 'Romance']",7.6
968,men of honor,2000,"['Biography', 'Drama']",7.2
969,bring it on,2000,"['Comedy', 'Romance', 'Sport']",6.1
970,deuce bigalow male gigolo,1999,"['Comedy', 'Romance']",5.7
971,save the last dance,2001,"['Drama', 'Music', 'Romance']",6.2
972,joy ride,2001,"['Action', 'Mystery', 'Thriller']",6.6
973,children of men,2006,"['Action', 'Drama', 'Sci-Fi']",7.9
974,what women want,2000,"['Comedy', 'Fantasy', 'Romance']",6.4
975,big momma s house,2000,"['Action', 'Comedy', 'Crime']",5.2
976,memento,2000,"['Mystery', 'Thriller']",8.4
977,the mummy returns,2001,"['Action', 'Adventure', 'Fantasy']",6.4
978,the wedding planner,2001,"['Comedy', 'Romance']",5.3
979,the cell,2000,"['Crime', 'Horror', 'Sci-Fi']",6.4
980,ginger snaps,2000,"['Drama', 'Fantasy', 'Horror']",6.8
981,remember the titans,2000,"['Biography', 'Drama', 'Sport']",7.8
982,jason x,2001,"['Action', 'Horror', 'Sci-Fi']",4.4
983,le fabuleux destin d amelie poulain,2001,"['Comedy', 'Romance']",8.3
984,awake,2007,"['Crime', 'Drama', 'Mystery']",6.5
985,meet the parents,2000,"['Comedy', 'Romance']",7.0
986,miss congeniality,2000,"['Action', 'Comedy', 'Crime']",6.3
987,2046,2004,"['Drama', 'Romance', 'Sci-Fi']",7.4
988,a i artificial intelligence,2001,"['Drama', 'Sci-Fi']",7.2
989,hannibal,2001,"['Crime', 'Drama', 'Thriller']",6.8
990,pearl harbor,2001,"['Action', 'Drama', 'History']",6.2
991,road trip,2000,['Comedy'],6.5
992,enemy at the gates,2001,"['Action', 'Drama', 'War']",7.5
993,the 6th day,2000,"['Action', 'Mystery', 'Sci-Fi']",5.9
994,gangs of new york,2002,"['Crime', 'Drama']",7.5
995,unbreakable,2000,"['Drama', 'Mystery', 'Sci-Fi']",7.3
996,best in show,2000,['Comedy'],7.4
997,original sin,2001,"['Drama', 'Mystery', 'Romance']",6.0
998,the family man,2000,"['Comedy', 'Drama', 'Fantasy']",6.8
999,the gift,2000,"['Drama', 'Fantasy', 'Horror']",6.7
1000,bandits,2001,"['Comedy', 'Crime', 'Drama']",6.5
1001,blow,2001,"['Biography', 'Crime', 'Drama']",7.5
1002,pay it forward,2000,['Drama'],7.2
1003,the score,2001,"['Action', 'Crime', 'Drama']",6.8
1004,spy kids,2001,"['Action', 'Adventure', 'Comedy']",5.6
1005,the 51st state,2001,"['Action', 'Comedy', 'Crime']",6.3
1006,ghosts of mars,2001,"['Action', 'Horror', 'Sci-Fi']",4.9
1007,proof of life,2000,"['Action', 'Drama', 'Thriller']",6.3
1008,les rivieres pourpres,2000,"['Crime', 'Mystery', 'Thriller']",6.9
1009,atlantis the lost empire,2001,"['Action', 'Adventure', 'Animation']",6.9
1010,bedazzled,2000,"['Comedy', 'Fantasy']",6.1
1011,the others,2001,"['Horror', 'Mystery', 'Thriller']",7.6
1012,sweet november,2001,"['Drama', 'Romance']",6.7
1013,the fast and furious,2001,"['Action', 'Crime', 'Thriller']",6.8
1014,collateral damage,2002,"['Action', 'Drama', 'Thriller']",5.5
1015,the matrix reloaded,2003,"['Action', 'Sci-Fi']",7.2
1016,the mexican,2001,"['Adventure', 'Comedy', 'Drama']",6.1
1017,le pacte des loups,2001,"['Action', 'Adventure', 'Drama']",7.0
1018,the pledge,2001,"['Crime', 'Drama', 'Mystery']",6.8
1019,equilibrium,2002,"['Action', 'Drama', 'Sci-Fi']",7.3
1020,queen of the damned,2002,"['Drama', 'Fantasy', 'Horror']",5.2
1021,cats dogs,2001,"['Action', 'Adventure', 'Comedy']",5.1
1022,freddy got fingered,2001,['Comedy'],4.6
1023,ocean s eleven,2001,"['Crime', 'Thriller']",7.7
1024,serendipity,2001,"['Comedy', 'Romance']",6.8
1025,chocolat,2000,"['Drama', 'Romance']",7.3
1026,harry potter and the sorcerer s stone,2001,"['Adventure', 'Family', 'Fantasy']",7.6
1027,dude where s my car,2000,"['Comedy', 'Mystery', 'Sci-Fi']",5.5
1028,the matrix revolutions,2003,"['Action', 'Sci-Fi']",6.7
1029,the man who wasn t there,2001,"['Crime', 'Drama']",7.5
1030,bridget jones s diary,2001,"['Comedy', 'Drama', 'Romance']",6.8
1031,stuart little 2,2002,"['Adventure', 'Comedy', 'Family']",5.5
1032,wet hot american summer,2001,"['Comedy', 'Romance']",6.5
1033,40 days and nights,2002,"['Comedy', 'Romance']",5.6
1034,swordfish,2001,"['Action', 'Crime', 'Thriller']",6.5
1035,sen to chihiro no kamikakushi,2001,"['Adventure', 'Animation', 'Family']",8.6
1036,windtalkers,2002,"['Action', 'Drama', 'War']",6.1
1037,y tu mama tambien,2001,['Drama'],7.7
1038,thir13en ghosts,2001,"['Fantasy', 'Horror']",5.6
1039,joe dirt,2001,"['Adventure', 'Comedy', 'Drama']",6.0
1040,amores perros,2000,"['Drama', 'Thriller']",8.1
1041,bulletproof monk,2003,"['Action', 'Comedy', 'Fantasy']",5.4
1042,the count of monte cristo,2002,"['Action', 'Adventure', 'Drama']",7.7
1043,die another day,2002,"['Action', 'Adventure', 'Thriller']",6.1
1044,donnie darko,2001,"['Drama', 'Mystery', 'Sci-Fi']",8.0
1045,nueve reinas,2000,"['Crime', 'Drama', 'Thriller']",7.9
1046,the princess diaries,2001,"['Comedy', 'Family', 'Romance']",6.4
1047,super troopers,2001,"['Comedy', 'Crime', 'Mystery']",7.0
1048,kabhi khushi kabhie gham,2001,"['Drama', 'Musical', 'Romance']",7.4
1049,ali,2001,"['Biography', 'Drama', 'Sport']",6.7
1050,billy elliot,2000,"['Drama', 'Music']",7.7
1051,legally blonde,2001,"['Comedy', 'Romance']",6.4
1052,rat race,2001,"['Action', 'Adventure', 'Comedy']",6.4
1053,unfaithful,2002,"['Drama', 'Romance', 'Thriller']",6.7
1054,evolution,2001,"['Comedy', 'Sci-Fi']",6.1
1055,hart s war,2002,"['Drama', 'War']",6.3
1056,how to lose a guy in 10 days,2003,"['Comedy', 'Romance']",6.5
1057,john q,2002,"['Crime', 'Drama', 'Thriller']",7.1
1058,house of 1000 corpses,2003,['Horror'],6.0
1059,maid in manhattan,2002,"['Comedy', 'Drama', 'Romance']",5.4
1060,american pie 2,2001,['Comedy'],6.4
1061,the pianist,2002,"['Biography', 'Drama', 'Music']",8.5
1062,reign of fire,2002,"['Action', 'Adventure', 'Fantasy']",6.2
1063,star trek nemesis,2002,"['Action', 'Adventure', 'Sci-Fi']",6.4
1064,the sweetest thing,2002,"['Comedy', 'Romance']",5.2
1065,the animal,2001,"['Comedy', 'Sci-Fi']",4.8
1066,el espinazo del diablo,2001,"['Drama', 'Horror', 'Thriller']",7.4
1067,shallow hal,2001,"['Comedy', 'Drama', 'Fantasy']",6.0
1068,sweet home alabama,2002,"['Comedy', 'Romance']",6.2
1069,road to perdition,2002,"['Crime', 'Drama', 'Thriller']",7.7
1070,s w a t,2003,"['Action', 'Adventure', 'Crime']",6.0
1071,scary movie 2,2001,"['Comedy', 'Horror']",5.3
1072,about schmidt,2002,['Drama'],7.2
1073,panic room,2002,"['Crime', 'Drama', 'Thriller']",6.8
1074,s1m0ne,2002,"['Comedy', 'Drama', 'Sci-Fi']",6.1
1075,the bourne identity,2002,"['Action', 'Mystery', 'Thriller']",7.8
1076,ghost rider,2007,"['Action', 'Fantasy', 'Thriller']",5.3
1077,my big fat greek wedding,2002,"['Comedy', 'Drama', 'Romance']",6.6
1078,vanilla sky,2001,"['Fantasy', 'Mystery', 'Romance']",6.9
1079,don t say a word,2001,"['Drama', 'Mystery', 'Thriller']",6.3
1080,jay and silent bob strike back,2001,['Comedy'],6.8
1081,session 9,2001,"['Drama', 'Horror', 'Mystery']",6.4
1082,jeepers creepers,2001,"['Horror', 'Mystery']",6.2
1083,basic,2003,"['Action', 'Crime', 'Drama']",6.4
1084,catch me if you can,2002,"['Biography', 'Crime', 'Drama']",8.1
1085,changing lanes,2002,"['Drama', 'Thriller']",6.5
1086,frailty,2001,"['Crime', 'Drama', 'Thriller']",7.2
1087,murder by numbers,2002,"['Crime', 'Mystery', 'Thriller']",6.1
1088,america s sweethearts,2001,"['Comedy', 'Romance']",5.7
1089,black hawk down,2001,"['Action', 'Drama', 'History']",7.7
1090,the girl next door,2004,"['Comedy', 'Drama', 'Romance']",6.7
1091,the mothman prophecies,2002,"['Drama', 'Horror', 'Mystery']",6.4
1092,one hour photo,2002,"['Drama', 'Thriller']",6.8
1093,the royal tenenbaums,2001,"['Comedy', 'Drama']",7.6
1094,batoru rowaiaru,2000,"['Action', 'Adventure', 'Drama']",7.5
1095,duplex,2003,['Comedy'],5.9
1096,finding nemo,2003,"['Adventure', 'Animation', 'Comedy']",8.2
1097,kill bill vol 1,2003,"['Action', 'Crime', 'Thriller']",8.2
1098,rush hour 2,2001,"['Action', 'Comedy', 'Crime']",6.7
1099,spy game,2001,"['Action', 'Crime', 'Thriller']",7.1
1100,k 19 the widowmaker,2002,"['Drama', 'History', 'Thriller']",6.7
1101,the one,2001,"['Action', 'Sci-Fi', 'Thriller']",5.9
1102,scooby doo,2002,"['Adventure', 'Comedy', 'Family']",5.3
1103,adaptation,2002,"['Comedy', 'Drama']",7.7
1104,ice age,2002,"['Adventure', 'Animation', 'Comedy']",7.5
1105,the time machine,2002,"['Action', 'Adventure', 'Sci-Fi']",6.0
1106,a beautiful mind,2001,"['Biography', 'Drama']",8.2
1107,the majestic,2001,"['Drama', 'Romance']",6.9
1108,the hunted,2003,"['Action', 'Crime', 'Drama']",6.1
1109,confessions of a dangerous mind,2002,"['Biography', 'Comedy', 'Crime']",7.0
1110,kiss of the dragon,2001,"['Action', 'Crime', 'Thriller']",6.6
1111,eight legged freaks,2002,"['Action', 'Adventure', 'Comedy']",5.5
1112,the last castle,2001,"['Action', 'Drama', 'Thriller']",6.9
1113,k pax,2001,"['Drama', 'Mystery', 'Sci-Fi']",7.4
1114,punch drunk love,2002,"['Comedy', 'Drama', 'Romance']",7.3
1115,orange county,2002,"['Comedy', 'Drama']",6.2
1116,johnny english,2003,"['Action', 'Adventure', 'Comedy']",6.2
1117,the hours,2002,"['Drama', 'Romance']",7.5
1118,secretary,2002,"['Comedy', 'Drama', 'Romance']",6.9
1119,la mala educacion,2004,"['Crime', 'Drama']",7.4
1120,lilo stitch,2002,"['Adventure', 'Animation', 'Comedy']",7.3
1121,about a boy,2002,"['Comedy', 'Drama', 'Romance']",7.1
1122,dogville,2003,"['Crime', 'Drama']",8.0
1123,i am sam,2001,['Drama'],7.6
1124,the scorpion king,2002,"['Action', 'Adventure', 'Fantasy']",5.5
1125,not another teen movie,2001,['Comedy'],5.7
1126,we were soldiers,2002,"['Action', 'Drama', 'History']",7.2
1127,how high,2001,"['Comedy', 'Fantasy']",6.2
1128,insomnia,2002,"['Drama', 'Mystery', 'Thriller']",7.2
1129,mr deeds,2002,"['Comedy', 'Romance']",5.8
1130,dog soldiers,2002,"['Action', 'Horror', 'Thriller']",6.8
1131,gosford park,2001,"['Comedy', 'Drama', 'Mystery']",7.2
1132,a walk to remember,2002,"['Drama', 'Romance']",7.3
1133,bubba ho tep,2002,"['Comedy', 'Fantasy', 'Horror']",6.9
1134,national lampoon s van wilder,2002,"['Comedy', 'Romance']",6.4
1135,showtime,2002,"['Action', 'Comedy', 'Crime']",5.5
1136,dreamcatcher,2003,"['Drama', 'Horror', 'Sci-Fi']",5.5
1137,monster s ball,2001,"['Drama', 'Romance']",7.1
1138,once upon a time in mexico,2003,"['Action', 'Crime', 'Thriller']",6.3
1139,signs,2002,"['Drama', 'Mystery', 'Sci-Fi']",6.8
1140,siu lam juk kau,2001,"['Action', 'Comedy', 'Fantasy']",7.3
1141,les triplettes de belleville,2003,"['Adventure', 'Animation', 'Comedy']",7.7
1142,hulk,2003,"['Action', 'Sci-Fi']",5.6
1143,what a girl wants,2003,"['Comedy', 'Drama', 'Family']",5.8
1144,spy kids 2 island of lost dreams,2002,"['Action', 'Adventure', 'Comedy']",5.3
1145,daredevil,2003,"['Action', 'Crime']",5.3
1146,ghost ship,2002,"['Horror', 'Mystery', 'Thriller']",5.6
1147,28 days later,2002,"['Drama', 'Horror', 'Sci-Fi']",7.5
1148,red dragon,2002,"['Crime', 'Drama', 'Thriller']",7.2
1149,analyze that,2002,"['Comedy', 'Crime']",5.9
1150,the butterfly effect,2004,"['Drama', 'Sci-Fi', 'Thriller']",7.6
1151,the life of david gale,2003,"['Crime', 'Drama', 'Mystery']",7.5
1152,meet the fockers,2004,"['Comedy', 'Romance']",6.3
1153,the tuxedo,2002,"['Action', 'Comedy', 'Sci-Fi']",5.4
1154,x2,2003,"['Action', 'Sci-Fi', 'Thriller']",7.4
1155,the recruit,2003,"['Action', 'Thriller']",6.6
1156,the rules of attraction,2002,"['Comedy', 'Drama', 'Romance']",6.6
1157,before the devil knows you re dead,2007,"['Crime', 'Drama', 'Thriller']",7.3
1158,mortal kombat,2021,"['Action', 'Adventure', 'Fantasy']",6.0
1159,the phantom of opera,2004,"['Drama', 'Musical', 'Romance']",7.2
1160,rush hour 3,2007,"['Action', 'Comedy', 'Crime']",6.2
1161,the transporter,2002,"['Action', 'Crime', 'Thriller']",6.8
1162,rent,2005,"['Drama', 'Musical', 'Romance']",6.8
1163,austin powers in goldmember,2002,"['Action', 'Adventure', 'Comedy']",6.2
1164,harry potter and the chamber of secrets,2002,"['Adventure', 'Family', 'Fantasy']",7.4
1165,wrong turn,2003,"['Horror', 'Thriller']",6.1
1166,xxx,2002,"['Action', 'Adventure', 'Thriller']",5.8
1167,koroshiya 1,2001,"['Action', 'Crime', 'Drama']",7.0
1168,the chronicles of riddick,2004,"['Action', 'Adventure', 'Sci-Fi']",6.6
1169,i spy,2002,"['Action', 'Adventure', 'Comedy']",5.4
1170,mindhunters,2004,"['Crime', 'Horror', 'Thriller']",6.3
1171,the ring,2002,"['Horror', 'Mystery']",7.1
1172,shrek 2,2004,"['Adventure', 'Animation', 'Comedy']",7.3
1173,8 mile,2002,"['Drama', 'Music']",7.2
1174,the core,2003,"['Action', 'Adventure', 'Sci-Fi']",5.5
1175,chicago,2002,"['Comedy', 'Crime', 'Musical']",7.2
1176,gigli,2003,"['Comedy', 'Crime', 'Romance']",2.6
1177,ying xiong,2002,"['Action', 'Adventure', 'Drama']",7.9
1178,jersey girl,2004,"['Comedy', 'Drama', 'Romance']",6.2
1179,shanghai knights,2003,"['Action', 'Adventure', 'Comedy']",6.2
1180,timeline,2003,"['Action', 'Adventure', 'Sci-Fi']",5.6
1181,jeepers creepers 2,2003,['Horror'],5.6
1182,old school,2003,['Comedy'],7.0
1183,cabin fever,2002,['Horror'],5.6
1184,harry potter and the prisoner of azkaban,2004,"['Adventure', 'Family', 'Fantasy']",7.9
1185,mona lisa smile,2003,['Drama'],6.5
1186,the santa clause 2,2002,"['Comedy', 'Family', 'Fantasy']",5.7
1187,anger management,2003,['Comedy'],6.2
1188,charlie s angels full throttle,2003,"['Action', 'Adventure', 'Comedy']",4.9
1189,just married,2003,"['Comedy', 'Romance']",5.5
1190,scary movie 3,2003,['Comedy'],5.5
