title,year,genres_ml,rating_movielens
man who knew too much the,1956,"['Adventure', 'Drama', 'Mystery', 'Thriller']",3.56
trouble with harry the,1955,"['Comedy', 'Mystery']",3.42
i confess,1953,['Thriller'],4.0
strangers on a train,1951,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",3.98
stage fright,1950,"['Mystery', 'Romance', 'Thriller']",3.5
54,1998,['Drama'],2.0
why do fools fall in love,1998,['Drama'],2.0
willow,1988,"['Action', 'Adventure', 'Fantasy']",3.34
untouchables the,1987,"['Action', 'Crime', 'Drama']",3.94
dirty work,1998,['Comedy'],3.21
knock off,1998,['Action'],5.0
paradine case the,1947,['Drama'],3.5
lifeboat,1944,"['Drama', 'War']",4.36
shadow of a doubt,1943,"['Crime', 'Drama', 'Thriller']",4.14
saboteur,1942,"['Mystery', 'Thriller']",3.88
mr mrs smith,1941,"['Comedy', 'Romance']",2.88
suspicion,1941,"['Film-Noir', 'Mystery', 'Thriller']",4.0
jamaica inn,1939,['Drama'],3.0
lady vanishes the,1938,"['Drama', 'Mystery', 'Thriller']",3.92
sabotage,1936,['Thriller'],3.25
secret agent,1936,['Thriller'],3.0
man who knew too much the,1934,"['Drama', 'Thriller']",3.67
ring the,1927,['Drama'],1.0
lodger a story of the london fog the,1927,"['Crime', 'Drama', 'Thriller']",3.5
rounders,1998,['Drama'],3.86
cube,1997,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",3.43
simon birch,1998,['Drama'],3.0
swept away travolti da un insolito destino nellazzurro mare dagosto,1975,"['Comedy', 'Drama']",4.67
my bodyguard,1980,['Drama'],3.86
class,1983,['Comedy'],3.5
broadcast news,1987,"['Comedy', 'Drama', 'Romance']",3.43
allnighter the,1987,"['Comedy', 'Romance']",1.5
working girl,1988,"['Comedy', 'Drama', 'Romance']",3.2
married to the mob,1988,['Comedy'],3.0
say anything,1989,"['Comedy', 'Drama', 'Romance']",3.92
my blue heaven,1990,['Comedy'],3.18
hero,1992,"['Comedy', 'Drama']",2.5
toys,1992,"['Comedy', 'Fantasy']",2.38
young doctors in love,1982,['Comedy'],1.5
parasite,1982,"['Horror', 'Sci-Fi']",2.5
no small affair,1984,"['Comedy', 'Romance']",4.0
blame it on rio,1984,"['Comedy', 'Romance']",3.19
wisdom,1986,"['Crime', 'Drama']",2.5
one crazy summer,1986,['Comedy'],3.0
about last night,1986,"['Comedy', 'Drama', 'Romance']",3.0
seventh sign the,1988,"['Drama', 'Fantasy', 'Thriller']",2.8
were no angels,1989,"['Comedy', 'Crime']",2.75
nothing but trouble,1991,"['Adventure', 'Comedy']",2.38
butchers wife the,1991,"['Comedy', 'Romance']",3.1
mortal thoughts,1991,"['Mystery', 'Thriller']",2.5
few good men a,1992,"['Crime', 'Drama', 'Thriller']",3.79
indecent proposal,1993,"['Drama', 'Romance']",3.0
permanent midnight,1998,['Drama'],3.0
one true thing,1998,['Drama'],2.75
rush hour,1998,"['Action', 'Comedy', 'Crime', 'Thriller']",3.26
sixstring samurai,1998,"['Action', 'Adventure', 'Sci-Fi']",3.6
ronin,1998,"['Action', 'Crime', 'Thriller']",3.52
urban legend,1998,"['Horror', 'Thriller']",2.4
clay pigeons,1998,['Crime'],3.0
monument ave,1998,"['Action', 'Crime', 'Drama']",2.5
pecker,1998,"['Comedy', 'Drama']",3.42
sheltering sky the,1990,['Drama'],3.5
fiendish plot of dr fu manchu the,1980,['Comedy'],2.0
them,1954,"['Horror', 'Sci-Fi', 'Thriller']",3.8
thing the,1982,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",3.93
player the,1992,"['Comedy', 'Crime', 'Drama']",3.95
stardust memories,1980,"['Comedy', 'Drama']",3.6
edward scissorhands,1990,"['Drama', 'Fantasy', 'Romance']",3.7
overnight delivery,1998,"['Comedy', 'Romance']",2.5
antz,1998,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",3.24
impostors the,1998,['Comedy'],4.5
night at the roxbury a,1998,['Comedy'],2.1
what dreams may come,1998,"['Adventure', 'Drama', 'Fantasy', 'Romance']",3.64
strangeland,1998,['Thriller'],4.0
producers the,1968,['Comedy'],3.97
history of the world part i,1981,"['Comedy', 'Musical']",3.62
my cousin vinny,1992,['Comedy'],3.26
nashville,1975,"['Drama', 'Musical']",3.6
love is the devil,1998,['Drama'],4.0
holy man,1998,['Comedy'],2.58
one tough cop,1998,"['Action', 'Crime']",3.0
mighty the,1998,['Drama'],3.67
2010 the year we make contact,1984,['Sci-Fi'],3.59
children of a lesser god,1986,['Drama'],3.83
elephant man the,1980,['Drama'],4.03
beloved,1998,['Drama'],4.5
bride of chucky childs play 4,1998,"['Comedy', 'Horror', 'Thriller']",2.17
practical magic,1998,"['Drama', 'Fantasy', 'Mystery', 'Romance']",3.21
happiness,1998,"['Comedy', 'Drama']",4.12
apt pupil,1998,"['Drama', 'Thriller']",3.0
pleasantville,1998,"['Comedy', 'Drama', 'Fantasy']",3.48
soldier,1998,"['Action', 'Sci-Fi', 'War']",3.06
cruise the,1998,['Documentary'],4.25
life is beautiful la vita e bella,1997,"['Comedy', 'Drama', 'Romance', 'War']",4.15
orgazmo,1997,['Comedy'],3.12
tales from the darkside the movie,1990,"['Fantasy', 'Horror', 'Thriller']",3.67
vampires,1998,"['Horror', 'Western']",2.43
american history x,1998,"['Crime', 'Drama']",4.22
hands on a hard body,1996,"['Comedy', 'Documentary']",4.5
living out loud,1998,"['Comedy', 'Drama', 'Romance']",3.0
belly,1998,"['Crime', 'Drama']",1.25
gods and monsters,1998,['Drama'],4.12
siege the,1998,"['Action', 'Thriller']",2.81
waterboy the,1998,['Comedy'],3.18
elizabeth,1998,['Drama'],3.67
velvet goldmine,1998,['Drama'],3.38
i still know what you did last summer,1998,"['Horror', 'Mystery', 'Thriller']",2.06
ill be home for christmas,1998,"['Comedy', 'Romance']",1.5
meet joe black,1998,['Romance'],3.05
hard core logo,1996,"['Comedy', 'Drama']",4.0
runaway train,1985,"['Action', 'Adventure', 'Drama', 'Thriller']",3.25
stepford wives the,1975,"['Mystery', 'Sci-Fi', 'Thriller']",3.18
pope of greenwich village the,1984,['Drama'],2.33
sid and nancy,1986,['Drama'],3.44
mona lisa,1986,"['Comedy', 'Thriller']",3.5
heart condition,1990,['Comedy'],3.5
nights of cabiria notti di cabiria le,1957,['Drama'],4.29
big chill the,1983,"['Comedy', 'Drama']",3.84
enemy of the state,1998,"['Action', 'Thriller']",3.49
rugrats movie the,1998,"['Animation', 'Children', 'Comedy']",2.5
bugs life a,1998,"['Adventure', 'Animation', 'Children', 'Comedy']",3.52
celebrity,1998,['Comedy'],2.6
central station central do brasil,1998,['Drama'],4.42
savior,1998,"['Drama', 'War']",4.0
waking ned devine aka waking ned,1998,['Comedy'],3.67
celebration the festen,1998,['Drama'],4.46
pink flamingos,1972,['Comedy'],2.75
glen or glenda,1953,['Drama'],4.0
godzilla gojira,1954,"['Drama', 'Horror', 'Sci-Fi']",2.17
godzilla 1985 the legend is reborn gojira godzilla return of godzilla the,1984,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",1.5
king kong vs godzilla kingukongu tai gojira,1962,"['Action', 'Sci-Fi']",2.5
king kong,1933,"['Action', 'Adventure', 'Fantasy', 'Horror']",3.64
king kong,1976,"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']",2.71
king kong lives,1986,"['Adventure', 'Sci-Fi']",2.0
desperately seeking susan,1985,"['Comedy', 'Drama', 'Romance']",2.67
emerald forest the,1985,"['Action', 'Adventure', 'Drama']",3.0
fletch,1985,"['Comedy', 'Crime', 'Mystery']",3.08
fletch lives,1989,['Comedy'],2.22
red sonja,1985,"['Action', 'Adventure', 'Fantasy']",2.28
gung ho,1986,"['Comedy', 'Drama']",3.17
money pit the,1986,['Comedy'],2.93
view to a kill a,1985,"['Action', 'Adventure', 'Thriller']",3.21
lifeforce,1985,"['Horror', 'Sci-Fi']",2.5
police academy,1984,"['Comedy', 'Crime']",3.02
police academy 2 their first assignment,1985,"['Comedy', 'Crime']",2.46
police academy 3 back in training,1986,"['Comedy', 'Crime']",2.3
police academy 4 citizens on patrol,1987,"['Comedy', 'Crime']",2.14
police academy 5 assignment miami beach,1988,"['Comedy', 'Crime']",2.5
police academy 6 city under siege,1989,"['Comedy', 'Crime']",1.5
babe pig in the city,1998,"['Adventure', 'Children', 'Drama']",2.78
home fries,1998,"['Comedy', 'Romance']",2.33
very bad things,1998,"['Comedy', 'Crime']",3.44
steam the turkish bath hamam,1997,"['Drama', 'Romance']",4.0
psycho,1998,"['Crime', 'Horror', 'Thriller']",1.89
little voice,1998,['Comedy'],3.93
simple plan a,1998,"['Crime', 'Drama', 'Thriller']",3.8
jack frost,1998,"['Children', 'Comedy', 'Drama']",1.94
star trek insurrection,1998,"['Action', 'Drama', 'Romance', 'Sci-Fi']",3.15
prince of egypt the,1998,"['Animation', 'Musical']",3.5
rushmore,1998,"['Comedy', 'Drama']",3.54
shakespeare in love,1998,"['Comedy', 'Drama', 'Romance']",3.78
miracle on 34th street,1947,"['Comedy', 'Drama']",4.06
santa claus the movie,1985,"['Adventure', 'Children', 'Fantasy']",2.25
prancer,1989,"['Children', 'Drama', 'Fantasy']",3.0
pale rider,1985,['Western'],3.81
rambo first blood part ii,1985,"['Action', 'Adventure', 'Thriller']",2.66
first blood rambo first blood,1982,"['Action', 'Adventure', 'Drama', 'Thriller']",3.55
rambo iii,1988,"['Action', 'Adventure', 'Thriller', 'War']",1.92
jewel of the nile the,1985,"['Action', 'Adventure', 'Comedy', 'Romance']",2.81
romancing the stone,1984,"['Action', 'Adventure', 'Comedy', 'Romance']",3.45
cocoon,1985,"['Comedy', 'Sci-Fi']",3.27
cocoon the return,1988,"['Comedy', 'Sci-Fi']",2.33
rocky ii,1979,"['Action', 'Drama']",3.19
rocky iii,1982,"['Action', 'Drama']",2.73
rocky iv,1985,"['Action', 'Drama']",2.71
rocky v,1990,"['Action', 'Drama']",1.94
clue,1985,"['Comedy', 'Crime', 'Mystery', 'Thriller']",3.39
young sherlock holmes,1985,"['Action', 'Adventure', 'Children', 'Fantasy', 'Mystery', 'Thriller']",3.36
violets are blue,1986,"['Drama', 'Romance']",3.0
back to school,1986,['Comedy'],2.91
heartburn,1986,"['Comedy', 'Drama']",1.0
nothing in common,1986,['Comedy'],2.75
extremities,1986,"['Drama', 'Thriller']",3.75
karate kid the,1984,['Drama'],3.57
karate kid part ii the,1986,"['Action', 'Adventure', 'Drama']",2.78
karate kid part iii the,1989,"['Action', 'Adventure', 'Children', 'Drama']",1.75
christmas vacation national lampoons christmas vacation,1989,['Comedy'],3.57
youve got mail,1998,"['Comedy', 'Romance']",3.12
general the,1998,['Crime'],4.0
thin red line the,1998,"['Action', 'Drama', 'War']",3.3
faculty the,1998,"['Horror', 'Sci-Fi']",2.48
mighty joe young,1998,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller']",2.8
mighty joe young,1949,"['Adventure', 'Children', 'Drama']",2.83
patch adams,1998,"['Comedy', 'Drama']",3.37
stepmom,1998,['Drama'],3.08
civil action a,1998,['Drama'],3.05
hurlyburly,1998,['Drama'],4.0
tea with mussolini,1999,"['Comedy', 'Drama', 'War']",4.25
affliction,1997,['Drama'],3.17
hilary and jackie,1998,['Drama'],3.83
playing by heart,1998,"['Drama', 'Romance']",3.38
at first sight,1999,['Drama'],2.69
in dreams,1999,"['Horror', 'Thriller']",2.0
varsity blues,1999,"['Comedy', 'Drama']",3.27
virus,1999,"['Horror', 'Sci-Fi']",2.67
howard the duck,1986,"['Adventure', 'Comedy', 'Sci-Fi']",2.16
gate the,1987,['Horror'],3.0
boy who could fly the,1986,"['Drama', 'Fantasy']",2.17
fly the,1958,"['Horror', 'Mystery', 'Sci-Fi']",3.38
fly the,1986,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",3.38
fly ii the,1989,"['Horror', 'Sci-Fi']",2.28
running scared,1986,"['Action', 'Comedy']",3.56
armed and dangerous,1986,"['Comedy', 'Crime']",2.75
texas chainsaw massacre the,1974,['Horror'],3.27
texas chainsaw massacre 2 the,1986,['Horror'],2.0
texas chainsaw massacre the next generation aka the return of the texas chainsaw massacre,1994,['Horror'],3.0
ruthless people,1986,['Comedy'],3.32
deadly friend,1986,['Horror'],1.5
name of the rose the name der rose der,1986,"['Crime', 'Drama', 'Mystery', 'Thriller']",3.75
jumpin jack flash,1986,"['Action', 'Comedy', 'Romance', 'Thriller']",2.5
peggy sue got married,1986,"['Comedy', 'Drama']",3.21
crocodile dundee,1986,"['Adventure', 'Comedy']",3.18
crocodile dundee ii,1988,"['Action', 'Adventure', 'Comedy']",2.48
tough guys,1986,['Comedy'],3.0
soul man,1986,['Comedy'],2.56
color of money the,1986,['Drama'],3.5
52 pickup,1986,"['Action', 'Mystery', 'Thriller']",3.67
heartbreak ridge,1986,"['Action', 'War']",3.75
firewalker,1986,['Adventure'],3.33
three amigos,1986,"['Comedy', 'Western']",3.13
my name is joe,1998,"['Drama', 'Romance']",4.0
still crazy,1998,"['Comedy', 'Romance']",3.0
day of the beast the dia de la bestia el,1995,"['Adventure', 'Comedy', 'Thriller']",3.5
shes all that,1999,"['Comedy', 'Romance']",2.84
peeping tom,1960,"['Drama', 'Horror', 'Thriller']",3.0
payback,1999,"['Action', 'Thriller']",3.42
simply irresistible,1999,"['Comedy', 'Romance']",3.6
20 dates,1998,"['Comedy', 'Romance']",3.0
harmonists the,1997,['Drama'],4.0
last days the,1998,['Documentary'],4.0
fantastic planet the planete sauvage la,1973,"['Animation', 'Sci-Fi']",4.0
blast from the past,1999,"['Comedy', 'Romance']",3.11
message in a bottle,1999,['Romance'],2.92
my favorite martian,1999,"['Comedy', 'Sci-Fi']",2.1
jawbreaker,1999,['Comedy'],2.0
october sky,1999,['Drama'],3.75
office space,1999,"['Comedy', 'Crime']",4.09
apple the sib,1998,['Drama'],4.0
200 cigarettes,1999,"['Comedy', 'Drama']",3.17
8mm,1999,"['Drama', 'Mystery', 'Thriller']",2.94
other sister the,1999,"['Comedy', 'Drama', 'Romance']",3.33
long goodbye the,1973,"['Crime', 'Film-Noir']",4.67
ballad of narayama the narayama bushiko,1983,['Drama'],5.0
pet sematary,1989,['Horror'],2.85
pet sematary ii,1992,"['Comedy', 'Horror']",1.83
children of the corn ii the final sacrifice,1993,['Horror'],1.75
children of the corn iii,1994,['Horror'],1.0
christine,1983,['Horror'],2.95
night shift,1982,['Comedy'],3.05
airport,1970,['Drama'],2.17
airport 1975,1974,"['Action', 'Drama', 'Thriller']",3.5
airport 77,1977,['Drama'],3.25
rollercoaster,1977,"['Drama', 'Thriller']",2.5
towering inferno the,1974,"['Action', 'Adventure', 'Drama', 'Thriller']",3.22
alligator,1980,"['Action', 'Horror', 'Sci-Fi']",2.0
meteor,1979,['Sci-Fi'],1.83
westworld,1973,"['Action', 'Sci-Fi', 'Thriller', 'Western']",3.42
logans run,1976,"['Action', 'Adventure', 'Sci-Fi']",3.23
planet of the apes,1968,"['Action', 'Drama', 'Sci-Fi']",3.8
beneath the planet of the apes,1970,"['Action', 'Sci-Fi']",2.78
battle for the planet of the apes,1973,"['Action', 'Sci-Fi']",2.78
conquest of the planet of the apes,1972,"['Action', 'Sci-Fi']",2.79
escape from the planet of the apes,1971,"['Action', 'Sci-Fi']",3.0
avalanche,1978,['Action'],2.5
earthquake,1974,"['Action', 'Drama', 'Thriller']",2.67
beyond the poseidon adventure,1979,['Adventure'],2.0
dancemaker,1998,['Documentary'],1.0
analyze this,1999,['Comedy'],3.1
corruptor the,1999,"['Action', 'Crime', 'Drama', 'Thriller']",2.5
cruel intentions,1999,['Drama'],3.22
lock stock two smoking barrels,1998,"['Comedy', 'Crime', 'Thriller']",4.05
school of flesh the ecole de la chair l,1998,"['Drama', 'Romance']",3.0
deep end of the ocean the,1999,['Drama'],3.25
rage carrie 2 the,1999,['Horror'],1.83
wing commander,1999,"['Action', 'Sci-Fi']",2.92
haunting the,1963,"['Horror', 'Thriller']",4.0
dead ringers,1988,"['Drama', 'Horror', 'Thriller']",3.69
my boyfriends back,1993,['Comedy'],1.5
village of the damned,1960,"['Horror', 'Sci-Fi', 'Thriller']",3.08
children of the damned,1963,"['Horror', 'Sci-Fi', 'Thriller']",3.17
baby geniuses,1999,['Comedy'],1.67
i stand alone seul contre tous,1998,"['Drama', 'Thriller']",4.5
forces of nature,1999,"['Comedy', 'Romance']",2.33
king and i the,1999,"['Animation', 'Children']",3.0
ravenous,1999,"['Horror', 'Thriller']",3.0
true crime,1999,"['Crime', 'Thriller']",2.75
dangerous beauty,1998,['Drama'],4.17
king and i the,1956,"['Drama', 'Musical', 'Romance']",4.17
dougs 1st movie,1999,"['Animation', 'Children']",2.0
edtv,1999,['Comedy'],2.97
mod squad the,1999,"['Action', 'Crime']",3.19
walk on the moon a,1999,"['Drama', 'Romance']",3.2
matrix the,1999,"['Action', 'Sci-Fi', 'Thriller']",4.19
10 things i hate about you,1999,"['Comedy', 'Romance']",3.53
tango,1998,"['Drama', 'Musical']",1.0
outoftowners the,1999,['Comedy'],2.0
dreamlife of angels the vie revee des anges la,1998,['Drama'],3.75
metroland,1997,"['Comedy', 'Drama']",3.0
following,1998,"['Crime', 'Mystery', 'Thriller']",3.83
go,1999,"['Comedy', 'Crime']",3.96
never been kissed,1999,"['Comedy', 'Romance']",2.96
twin dragons shuang long hui,1992,"['Action', 'Comedy']",3.0
cookies fortune,1999,"['Comedy', 'Drama']",3.88
lovers of the arctic circle the los amantes del circulo polar,1998,"['Drama', 'Romance']",4.25
goodbye lover,1999,"['Comedy', 'Crime', 'Thriller']",1.75
life,1999,"['Comedy', 'Crime', 'Drama']",3.25
friends lovers,1999,"['Comedy', 'Drama', 'Romance']",3.5
hideous kinky,1998,['Drama'],2.5
monster the mostro il,1994,['Comedy'],3.38
open your eyes abre los ojos,1997,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']",3.75
slc punk,1998,"['Comedy', 'Drama']",3.79
lost found,1999,"['Comedy', 'Romance']",2.75
pushing tin,1999,['Comedy'],2.84
election,1999,['Comedy'],3.66
existenz,1999,"['Action', 'Sci-Fi', 'Thriller']",3.86
entrapment,1999,"['Crime', 'Thriller']",2.99
idle hands,1999,"['Comedy', 'Horror']",2.57
get real,1998,"['Drama', 'Romance']",4.0
king of masks the bian lian,1996,['Drama'],4.0
winslow boy the,1999,['Drama'],3.0
mildred pierce,1945,"['Drama', 'Film-Noir']",4.0
night of the comet,1984,"['Comedy', 'Horror', 'Sci-Fi']",2.88
chopping mall aka killbots,1986,"['Action', 'Horror', 'Sci-Fi']",1.0
my science project,1985,"['Adventure', 'Sci-Fi']",2.88
dick tracy,1990,"['Action', 'Crime']",2.88
mummy the,1999,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']",3.12
castle the,1997,['Comedy'],3.4
this is my father,1998,"['Drama', 'Romance']",3.0
william shakespeares a midsummer nights dream,1999,"['Comedy', 'Fantasy']",3.14
trippin,1999,['Comedy'],1.0
after life wandafuru raifu,1998,"['Drama', 'Fantasy']",4.25
black mask hak hap,1996,"['Action', 'Adventure', 'Crime', 'Sci-Fi', 'Thriller']",2.5
star wars episode i the phantom menace,1999,"['Action', 'Adventure', 'Sci-Fi']",3.11
love letter the,1999,"['Comedy', 'Romance']",2.5
besieged aka l assedio,1998,['Drama'],3.5
saragossa manuscript the rekopis znaleziony w saragossie,1965,"['Adventure', 'Drama', 'Mystery']",4.0
mummy the,1932,"['Horror', 'Romance']",3.33
mummy the,1959,['Horror'],3.33
mommie dearest,1981,['Drama'],3.12
superman,1978,"['Action', 'Adventure', 'Sci-Fi']",3.61
superman ii,1980,"['Action', 'Sci-Fi']",3.02
superman iii,1983,"['Action', 'Adventure', 'Sci-Fi']",2.25
superman iv the quest for peace,1987,"['Action', 'Adventure', 'Sci-Fi']",1.69
dracula,1931,['Horror'],3.33
frankenstein,1931,"['Drama', 'Horror', 'Sci-Fi']",3.91
frankenstein meets the wolf man,1943,['Horror'],1.0
curse of frankenstein the,1957,['Horror'],3.0
wolf man the,1941,"['Drama', 'Fantasy', 'Horror']",3.6
howling ii your sister is a werewolf,1985,['Horror'],2.0
tarantula,1955,"['Horror', 'Sci-Fi']",3.0
rocky horror picture show the,1975,"['Comedy', 'Horror', 'Musical', 'Sci-Fi']",3.34
it came from hollywood,1982,"['Comedy', 'Documentary']",2.0
thing from another world the,1951,"['Horror', 'Sci-Fi']",3.5
it came from outer space,1953,['Sci-Fi'],3.0
war of the worlds the,1953,"['Action', 'Drama', 'Sci-Fi']",3.17
invasion of the body snatchers,1956,"['Horror', 'Sci-Fi', 'Thriller']",3.77
earth vs the flying saucers,1956,['Sci-Fi'],1.0
swamp thing,1982,"['Horror', 'Sci-Fi']",2.94
pork chop hill,1959,['War'],3.5
run silent run deep,1958,['War'],3.6
notting hill,1999,"['Comedy', 'Romance']",3.46
thirteenth floor the,1999,"['Drama', 'Sci-Fi', 'Thriller']",2.96
loss of sexual innocence the,1999,"['Drama', 'Fantasy']",2.25
instinct,1999,"['Drama', 'Thriller']",3.17
buena vista social club,1999,"['Documentary', 'Musical']",4.38
free enterprise,1998,"['Comedy', 'Romance', 'Sci-Fi']",3.0
limbo,1999,['Drama'],4.0
austin powers the spy who shagged me,1999,"['Action', 'Adventure', 'Comedy']",3.2
red violin the violon rouge le,1998,"['Drama', 'Mystery']",4.03
tarzan,1999,"['Adventure', 'Animation', 'Children', 'Drama']",3.46
generals daughter the,1999,"['Crime', 'Drama', 'Mystery', 'Thriller']",2.93
ideal husband an,1999,"['Comedy', 'Romance']",3.7
legend of 1900 the aka the legend of the pianist on the ocean leggenda del pianista sulloceano,1998,['Drama'],3.67
run lola run lola rennt,1998,"['Action', 'Crime']",4.0
trekkies,1997,['Documentary'],3.38
big daddy,1999,['Comedy'],3.2
boys the,1998,['Drama'],2.0
dinner game the diner de cons le,1998,['Comedy'],4.33
my son the fanatic,1997,"['Comedy', 'Drama', 'Romance']",3.5
zone 39,1997,['Sci-Fi'],2.0
arachnophobia,1990,"['Comedy', 'Horror']",2.81
south park bigger longer and uncut,1999,"['Animation', 'Comedy', 'Musical']",3.86
wild wild west,1999,"['Action', 'Comedy', 'Sci-Fi', 'Western']",2.21
summer of sam,1999,['Drama'],3.4
american pie,1999,"['Comedy', 'Romance']",3.38
arlington road,1999,['Thriller'],3.27
autumn tale an conte dautomne,1998,['Romance'],4.0
muppets from space,1999,"['Children', 'Comedy']",3.17
blair witch project the,1999,"['Drama', 'Horror', 'Thriller']",2.8
eyes wide shut,1999,"['Drama', 'Mystery', 'Thriller']",3.46
lake placid,1999,"['Horror', 'Thriller']",2.67
ghostbusters aka ghost busters,1984,"['Action', 'Comedy', 'Sci-Fi']",3.78
ghostbusters ii,1989,"['Comedy', 'Fantasy', 'Sci-Fi']",3.0
drop dead gorgeous,1999,['Comedy'],3.2
haunting the,1999,"['Horror', 'Thriller']",2.12
inspector gadget,1999,"['Action', 'Adventure', 'Children', 'Comedy']",2.1
deep blue sea,1999,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",2.78
mystery men,1999,"['Action', 'Comedy', 'Fantasy']",3.09
runaway bride,1999,"['Comedy', 'Romance']",2.83
twin falls idaho,1999,['Drama'],2.0
killing the,1956,"['Crime', 'Film-Noir']",4.06
killers kiss,1955,"['Crime', 'Film-Noir']",3.0
spartacus,1960,"['Action', 'Drama', 'Romance', 'War']",3.58
lolita,1962,"['Drama', 'Romance']",3.5
barry lyndon,1975,"['Drama', 'Romance', 'War']",3.71
400 blows the les quatre cents coups,1959,"['Crime', 'Drama']",4.0
jules and jim jules et jim,1961,"['Drama', 'Romance']",4.5
vibes,1988,"['Adventure', 'Comedy', 'Romance']",2.0
mosquito coast the,1986,"['Adventure', 'Drama', 'Thriller']",3.25
golden child the,1986,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']",2.72
brighton beach memoirs,1986,['Comedy'],3.6
assassination,1987,"['Action', 'Drama', 'Thriller']",4.0
crimes of the heart,1986,"['Comedy', 'Drama']",4.0
color purple the,1985,['Drama'],3.92
kindred the,1986,"['Horror', 'Sci-Fi']",1.0
no mercy,1986,"['Action', 'Crime', 'Thriller']",2.0
menage tenue de soiree,1986,"['Comedy', 'Drama']",1.0
native son,1986,['Drama'],3.0
otello,1986,['Drama'],4.0
mission the,1986,['Drama'],3.5
little shop of horrors,1986,"['Comedy', 'Horror', 'Musical']",3.33
little shop of horrors the,1960,"['Comedy', 'Horror']",3.0
allan quatermain and the lost city of gold,1987,"['Action', 'Adventure', 'Comedy']",1.83
morning after the,1986,"['Drama', 'Mystery']",4.0
radio days,1987,"['Comedy', 'Drama']",3.14
from the hip,1987,"['Comedy', 'Drama']",4.0
outrageous fortune,1987,"['Comedy', 'Mystery']",2.81
deadtime stories,1987,['Horror'],1.0
frances,1982,['Drama'],3.5
dick,1999,['Comedy'],3.5
iron giant the,1999,"['Adventure', 'Animation', 'Children', 'Drama', 'Sci-Fi']",4.05
sixth sense the,1999,"['Drama', 'Horror', 'Mystery']",3.89
thomas crown affair the,1999,"['Action', 'Mystery']",3.65
thomas crown affair the,1968,"['Crime', 'Drama', 'Romance', 'Thriller']",4.0
acid house the,1998,"['Comedy', 'Drama']",3.5
adventures of sebastian cole the,1998,"['Comedy', 'Drama']",3.25
yards the,2000,"['Crime', 'Drama']",3.4
bowfinger,1999,['Comedy'],2.96
brokedown palace,1999,['Drama'],3.25
detroit rock city,1999,['Comedy'],2.85
better than chocolate,1999,"['Comedy', 'Romance']",3.0
head on,1998,['Drama'],1.0
heaven can wait,1978,['Comedy'],3.27
pit and the pendulum,1961,['Horror'],3.33
masque of the red death the,1964,['Horror'],3.25
haunted honeymoon,1986,['Comedy'],1.75
cats eye,1985,['Horror'],2.42
monty pythons and now for something completely different,1971,['Comedy'],4.05
damien omen ii,1978,['Horror'],2.88
final conflict the aka omen iii the final conflict,1981,"['Horror', 'Thriller']",2.0
airplane,1980,['Comedy'],3.86
airplane ii the sequel,1982,['Comedy'],3.18
american werewolf in paris an,1997,"['Comedy', 'Horror', 'Romance', 'Thriller']",2.3
european vacation aka national lampoons european vacation,1985,"['Adventure', 'Comedy', 'Romance']",2.63
national lampoons vacation,1983,['Comedy'],3.65
funny farm,1988,['Comedy'],2.59
big,1988,"['Comedy', 'Drama', 'Fantasy', 'Romance']",3.72
problem child,1990,"['Children', 'Comedy']",1.58
problem child 2,1991,['Comedy'],1.31
little nemo adventures in slumberland,1992,"['Adventure', 'Animation', 'Children', 'Drama', 'Fantasy']",2.5
oscar and lucinda aka oscar lucinda,1997,"['Drama', 'Romance']",4.5
tequila sunrise,1988,"['Action', 'Drama', 'Romance', 'Thriller']",3.04
pelican brief the,1993,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",2.92
christmas story a,1983,"['Children', 'Comedy']",3.97
mickey blue eyes,1999,"['Comedy', 'Romance']",3.0
teaching mrs tingle,1999,"['Comedy', 'Thriller']",2.33
universal soldier the return,1999,"['Action', 'Sci-Fi']",2.62
universal soldier,1992,"['Action', 'Sci-Fi']",2.21
perfect blue,1997,"['Animation', 'Horror', 'Mystery', 'Thriller']",4.2
in too deep,1999,"['Action', 'Thriller']",3.0
source the,1999,['Documentary'],1.0
iron eagle,1986,"['Action', 'War']",2.29
iron eagle ii,1988,"['Action', 'War']",1.67
aces iron eagle iii,1992,['Action'],2.0
iron eagle iv,1995,"['Action', 'War']",1.0
three days of the condor 3 days of the condor,1975,"['Drama', 'Mystery', 'Romance', 'Thriller']",3.75
hamlet,1964,['Drama'],4.0
medicine man,1992,"['Adventure', 'Romance']",3.14
on the ropes,1999,"['Documentary', 'Drama']",5.0
